"topic_given","sentiment_given","marginal_probability","topic_predicted","sentiment_predicted","conditional_probability","correlation","n_observations"
2,"positive",0.445161290322581,3,"neutral",0,0.340495796646686,69
2,"positive",0.445161290322581,3,"positive",0.565217391304348,0.340495796646686,69
2,"positive",0.445161290322581,4,"negative",0.463768115942029,0.0938509408648873,69
2,"positive",0.445161290322581,4,"neutral",0,0.0938509408648873,69
2,"positive",0.445161290322581,4,"positive",0.536231884057971,0.0938509408648873,69
2,"positive",0.445161290322581,5,"negative",0.840579710144927,-0.525917676249444,69
2,"positive",0.445161290322581,5,"neutral",0,-0.525917676249444,69
2,"positive",0.445161290322581,5,"positive",0.159420289855072,-0.525917676249444,69
2,"positive",0.445161290322581,6,"negative",0.739130434782609,-0.1645297777091,69
2,"positive",0.445161290322581,6,"neutral",0,-0.1645297777091,69
2,"positive",0.445161290322581,6,"positive",0.260869565217391,-0.1645297777091,69
2,"positive",0.445161290322581,7,"negative",0.579710144927536,-0.341325428987249,69
2,"positive",0.445161290322581,7,"neutral",0,-0.341325428987249,69
2,"positive",0.445161290322581,7,"positive",0.420289855072464,-0.341325428987249,69
2,"positive",0.445161290322581,8,"negative",0.681159420289855,-0.353616937901629,69
2,"positive",0.445161290322581,8,"neutral",0,-0.353616937901629,69
2,"positive",0.445161290322581,8,"positive",0.318840579710145,-0.353616937901629,69
2,"positive",0.445161290322581,9,"negative",0.72463768115942,-0.408215127165901,69
2,"positive",0.445161290322581,9,"neutral",0,-0.408215127165901,69
2,"positive",0.445161290322581,9,"positive",0.27536231884058,-0.408215127165901,69
2,"positive",0.445161290322581,10,"negative",0.144927536231884,0.220216864775587,69
2,"positive",0.445161290322581,10,"neutral",0,0.220216864775587,69
2,"positive",0.445161290322581,10,"positive",0.855072463768116,0.220216864775587,69
3,"negative",0.619354838709677,1,"negative",0.5625,0.441138342128171,96
3,"negative",0.619354838709677,1,"neutral",0,0.441138342128171,96
3,"negative",0.619354838709677,1,"positive",0.4375,0.441138342128171,96
3,"negative",0.619354838709677,2,"negative",0.6875,0.340495796646686,96
3,"negative",0.619354838709677,2,"neutral",0,0.340495796646686,96
3,"negative",0.619354838709677,2,"positive",0.3125,0.340495796646686,96
3,"negative",0.619354838709677,4,"negative",0.416666666666667,-0.253877648957724,96
3,"negative",0.619354838709677,4,"neutral",0,-0.253877648957724,96
3,"negative",0.619354838709677,4,"positive",0.583333333333333,-0.253877648957724,96
3,"negative",0.619354838709677,5,"negative",0.354166666666667,-0.49782618656096,96
3,"negative",0.619354838709677,5,"neutral",0,-0.49782618656096,96
3,"negative",0.619354838709677,5,"positive",0.645833333333333,-0.49782618656096,96
3,"negative",0.619354838709677,6,"negative",0.53125,-0.322237735344908,96
3,"negative",0.619354838709677,6,"neutral",0,-0.322237735344908,96
3,"negative",0.619354838709677,6,"positive",0.46875,-0.322237735344908,96
3,"negative",0.619354838709677,7,"negative",0.21875,-0.456404466139767,96
3,"negative",0.619354838709677,7,"neutral",0,-0.456404466139767,96
3,"negative",0.619354838709677,7,"positive",0.78125,-0.456404466139767,96
3,"negative",0.619354838709677,8,"negative",0.322916666666667,-0.410835790036317,96
3,"negative",0.619354838709677,8,"neutral",0,-0.410835790036317,96
3,"negative",0.619354838709677,8,"positive",0.677083333333333,-0.410835790036317,96
3,"negative",0.619354838709677,9,"negative",0.3125,-0.470124802714662,96
3,"negative",0.619354838709677,9,"neutral",0,-0.470124802714662,96
3,"negative",0.619354838709677,9,"positive",0.6875,-0.470124802714662,96
3,"negative",0.619354838709677,10,"negative",0.354166666666667,0.301461331593776,96
3,"negative",0.619354838709677,10,"neutral",0,0.301461331593776,96
3,"negative",0.619354838709677,10,"positive",0.645833333333333,0.301461331593776,96
3,"positive",0.380645161290323,1,"negative",0.11864406779661,0.441138342128171,59
3,"positive",0.380645161290323,1,"neutral",0,0.441138342128171,59
3,"positive",0.380645161290323,1,"positive",0.88135593220339,0.441138342128171,59
3,"positive",0.380645161290323,2,"negative",0.338983050847458,0.340495796646686,59
3,"positive",0.380645161290323,2,"neutral",0,0.340495796646686,59
3,"positive",0.380645161290323,2,"positive",0.661016949152542,0.340495796646686,59
3,"positive",0.380645161290323,4,"negative",0.677966101694915,-0.253877648957724,59
3,"positive",0.380645161290323,4,"neutral",0,-0.253877648957724,59
3,"positive",0.380645161290323,4,"positive",0.322033898305085,-0.253877648957724,59
3,"positive",0.380645161290323,5,"negative",0.864406779661017,-0.49782618656096,59
3,"positive",0.380645161290323,5,"neutral",0,-0.49782618656096,59
3,"positive",0.380645161290323,5,"positive",0.135593220338983,-0.49782618656096,59
3,"positive",0.380645161290323,6,"negative",0.847457627118644,-0.322237735344908,59
3,"positive",0.380645161290323,6,"neutral",0,-0.322237735344908,59
3,"positive",0.380645161290323,6,"positive",0.152542372881356,-0.322237735344908,59
3,"positive",0.380645161290323,7,"negative",0.677966101694915,-0.456404466139767,59
3,"positive",0.380645161290323,7,"neutral",0,-0.456404466139767,59
3,"positive",0.380645161290323,7,"positive",0.322033898305085,-0.456404466139767,59
3,"positive",0.380645161290323,8,"negative",0.745762711864407,-0.410835790036317,59
3,"positive",0.380645161290323,8,"neutral",0,-0.410835790036317,59
3,"positive",0.380645161290323,8,"positive",0.254237288135593,-0.410835790036317,59
3,"positive",0.380645161290323,9,"negative",0.796610169491525,-0.470124802714662,59
3,"positive",0.380645161290323,9,"neutral",0,-0.470124802714662,59
3,"positive",0.380645161290323,9,"positive",0.203389830508475,-0.470124802714662,59
3,"positive",0.380645161290323,10,"negative",0.0847457627118644,0.301461331593776,59
3,"positive",0.380645161290323,10,"neutral",0,0.301461331593776,59
3,"positive",0.380645161290323,10,"positive",0.915254237288136,0.301461331593776,59
4,"negative",0.516129032258065,1,"negative",0.4,0.0136390938418874,80
4,"negative",0.516129032258065,1,"neutral",0,0.0136390938418874,80
4,"negative",0.516129032258065,1,"positive",0.6,0.0136390938418874,80
4,"negative",0.516129032258065,2,"negative",0.6,0.0938509408648873,80
4,"negative",0.516129032258065,2,"neutral",0,0.0938509408648873,80
4,"negative",0.516129032258065,2,"positive",0.4,0.0938509408648873,80
4,"negative",0.516129032258065,3,"negative",0.5,-0.253877648957724,80
4,"negative",0.516129032258065,3,"neutral",0,-0.253877648957724,80
4,"negative",0.516129032258065,3,"positive",0.5,-0.253877648957724,80
4,"negative",0.516129032258065,5,"negative",0.575,0.0552306089778777,80
4,"negative",0.516129032258065,5,"neutral",0,0.0552306089778777,80
4,"negative",0.516129032258065,5,"positive",0.425,0.0552306089778777,80
4,"negative",0.516129032258065,6,"negative",0.7,0.104886129254592,80
4,"negative",0.516129032258065,6,"neutral",0,0.104886129254592,80
4,"negative",0.516129032258065,6,"positive",0.3,0.104886129254592,80
4,"negative",0.516129032258065,7,"negative",0.4375,0.0929163267978579,80
4,"negative",0.516129032258065,7,"neutral",0,0.0929163267978579,80
4,"negative",0.516129032258065,7,"positive",0.5625,0.0929163267978579,80
4,"negative",0.516129032258065,8,"negative",0.5,0.0333333333333333,80
4,"negative",0.516129032258065,8,"neutral",0,0.0333333333333333,80
4,"negative",0.516129032258065,8,"positive",0.5,0.0333333333333333,80
4,"negative",0.516129032258065,9,"negative",0.55,0.109945041215655,80
4,"negative",0.516129032258065,9,"neutral",0,0.109945041215655,80
4,"negative",0.516129032258065,9,"positive",0.45,0.109945041215655,80
4,"negative",0.516129032258065,10,"negative",0.1625,-0.212092521197455,80
4,"negative",0.516129032258065,10,"neutral",0,-0.212092521197455,80
4,"negative",0.516129032258065,10,"positive",0.8375,-0.212092521197455,80
4,"positive",0.483870967741935,1,"negative",0.386666666666667,0.0136390938418874,75
4,"positive",0.483870967741935,1,"neutral",0,0.0136390938418874,75
4,"positive",0.483870967741935,1,"positive",0.613333333333333,0.0136390938418874,75
4,"positive",0.483870967741935,2,"negative",0.506666666666667,0.0938509408648873,75
4,"positive",0.483870967741935,2,"neutral",0,0.0938509408648873,75
4,"positive",0.483870967741935,2,"positive",0.493333333333333,0.0938509408648873,75
4,"positive",0.483870967741935,3,"negative",0.746666666666667,-0.253877648957724,75
4,"positive",0.483870967741935,3,"neutral",0,-0.253877648957724,75
4,"positive",0.483870967741935,3,"positive",0.253333333333333,-0.253877648957724,75
4,"positive",0.483870967741935,5,"negative",0.52,0.0552306089778777,75
4,"positive",0.483870967741935,5,"neutral",0,0.0552306089778777,75
4,"positive",0.483870967741935,5,"positive",0.48,0.0552306089778777,75
4,"positive",0.483870967741935,6,"negative",0.6,0.104886129254592,75
4,"positive",0.483870967741935,6,"neutral",0,0.104886129254592,75
4,"positive",0.483870967741935,6,"positive",0.4,0.104886129254592,75
4,"positive",0.483870967741935,7,"negative",0.346666666666667,0.0929163267978579,75
4,"positive",0.483870967741935,7,"neutral",0,0.0929163267978579,75
4,"positive",0.483870967741935,7,"positive",0.653333333333333,0.0929163267978579,75
4,"positive",0.483870967741935,8,"negative",0.466666666666667,0.0333333333333333,75
4,"positive",0.483870967741935,8,"neutral",0,0.0333333333333333,75
4,"positive",0.483870967741935,8,"positive",0.533333333333333,0.0333333333333333,75
4,"positive",0.483870967741935,9,"negative",0.44,0.109945041215655,75
4,"positive",0.483870967741935,9,"neutral",0,0.109945041215655,75
4,"positive",0.483870967741935,9,"positive",0.56,0.109945041215655,75
4,"positive",0.483870967741935,10,"negative",0.346666666666667,-0.212092521197455,75
4,"positive",0.483870967741935,10,"neutral",0,-0.212092521197455,75
4,"positive",0.483870967741935,10,"positive",0.653333333333333,-0.212092521197455,75
5,"negative",0.548387096774194,1,"negative",0.0705882352941176,-0.728470949356338,85
5,"negative",0.548387096774194,1,"neutral",0,-0.728470949356338,85
5,"negative",0.548387096774194,1,"positive",0.929411764705882,-0.728470949356338,85
5,"negative",0.548387096774194,2,"negative",0.317647058823529,-0.525917676249444,85
5,"negative",0.548387096774194,2,"neutral",0,-0.525917676249444,85
5,"negative",0.548387096774194,2,"positive",0.682352941176471,-0.525917676249444,85
5,"negative",0.548387096774194,3,"negative",0.4,-0.49782618656096,85
5,"negative",0.548387096774194,3,"neutral",0,-0.49782618656096,85
5,"negative",0.548387096774194,3,"positive",0.6,-0.49782618656096,85
5,"negative",0.548387096774194,4,"negative",0.541176470588235,0.0552306089778777,85
5,"negative",0.548387096774194,4,"neutral",0,0.0552306089778777,85
5,"negative",0.548387096774194,4,"positive",0.458823529411765,0.0552306089778777,85
5,"negative",0.548387096774194,6,"negative",0.823529411764706,0.397605292546178,85
5,"negative",0.548387096774194,6,"neutral",0,0.397605292546178,85
5,"negative",0.548387096774194,6,"positive",0.176470588235294,0.397605292546178,85
5,"negative",0.548387096774194,7,"negative",0.694117647058824,0.677965912914476,85
5,"negative",0.548387096774194,7,"neutral",0,0.677965912914476,85
5,"negative",0.548387096774194,7,"positive",0.305882352941176,0.677965912914476,85
5,"negative",0.548387096774194,8,"negative",0.788235294117647,0.67113558182209,85
5,"negative",0.548387096774194,8,"neutral",0,0.67113558182209,85
5,"negative",0.548387096774194,8,"positive",0.211764705882353,0.67113558182209,85
5,"negative",0.548387096774194,9,"negative",0.788235294117647,0.642362349005064,85
5,"negative",0.548387096774194,9,"neutral",0,0.642362349005064,85
5,"negative",0.548387096774194,9,"positive",0.211764705882353,0.642362349005064,85
5,"negative",0.548387096774194,10,"negative",0.117647058823529,-0.340192651929434,85
5,"negative",0.548387096774194,10,"neutral",0,-0.340192651929434,85
5,"negative",0.548387096774194,10,"positive",0.882352941176471,-0.340192651929434,85
5,"positive",0.451612903225806,1,"negative",0.785714285714286,-0.728470949356338,70
5,"positive",0.451612903225806,1,"neutral",0,-0.728470949356338,70
5,"positive",0.451612903225806,1,"positive",0.214285714285714,-0.728470949356338,70
5,"positive",0.451612903225806,2,"negative",0.842857142857143,-0.525917676249444,70
5,"positive",0.451612903225806,2,"neutral",0,-0.525917676249444,70
5,"positive",0.451612903225806,2,"positive",0.157142857142857,-0.525917676249444,70
5,"positive",0.451612903225806,3,"negative",0.885714285714286,-0.49782618656096,70
5,"positive",0.451612903225806,3,"neutral",0,-0.49782618656096,70
5,"positive",0.451612903225806,3,"positive",0.114285714285714,-0.49782618656096,70
5,"positive",0.451612903225806,4,"negative",0.485714285714286,0.0552306089778777,70
5,"positive",0.451612903225806,4,"neutral",0,0.0552306089778777,70
5,"positive",0.451612903225806,4,"positive",0.514285714285714,0.0552306089778777,70
5,"positive",0.451612903225806,6,"negative",0.442857142857143,0.397605292546178,70
5,"positive",0.451612903225806,6,"neutral",0,0.397605292546178,70
5,"positive",0.451612903225806,6,"positive",0.557142857142857,0.397605292546178,70
5,"positive",0.451612903225806,7,"negative",0.0285714285714286,0.677965912914476,70
5,"positive",0.451612903225806,7,"neutral",0,0.677965912914476,70
5,"positive",0.451612903225806,7,"positive",0.971428571428571,0.677965912914476,70
5,"positive",0.451612903225806,8,"negative",0.114285714285714,0.67113558182209,70
5,"positive",0.451612903225806,8,"neutral",0,0.67113558182209,70
5,"positive",0.451612903225806,8,"positive",0.885714285714286,0.67113558182209,70
5,"positive",0.451612903225806,9,"negative",0.142857142857143,0.642362349005064,70
5,"positive",0.451612903225806,9,"neutral",0,0.642362349005064,70
5,"positive",0.451612903225806,9,"positive",0.857142857142857,0.642362349005064,70
5,"positive",0.451612903225806,10,"negative",0.414285714285714,-0.340192651929434,70
5,"positive",0.451612903225806,10,"neutral",0,-0.340192651929434,70
5,"positive",0.451612903225806,10,"positive",0.585714285714286,-0.340192651929434,70
6,"negative",0.651612903225806,1,"negative",0.198019801980198,-0.547364867022962,101
6,"negative",0.651612903225806,1,"neutral",0,-0.547364867022962,101
6,"negative",0.651612903225806,1,"positive",0.801980198019802,-0.547364867022962,101
6,"negative",0.651612903225806,2,"negative",0.495049504950495,-0.1645297777091,101
6,"negative",0.651612903225806,2,"neutral",0,-0.1645297777091,101
6,"negative",0.651612903225806,2,"positive",0.504950495049505,-0.1645297777091,101
6,"negative",0.651612903225806,3,"negative",0.504950495049505,-0.322237735344908,101
6,"negative",0.651612903225806,3,"neutral",0,-0.322237735344908,101
6,"negative",0.651612903225806,3,"positive",0.495049504950495,-0.322237735344908,101
6,"negative",0.651612903225806,4,"negative",0.554455445544555,0.104886129254592,101
6,"negative",0.651612903225806,4,"neutral",0,0.104886129254592,101
6,"negative",0.651612903225806,4,"positive",0.445544554455446,0.104886129254592,101
6,"negative",0.651612903225806,5,"negative",0.693069306930693,0.397605292546178,101
6,"negative",0.651612903225806,5,"neutral",0,0.397605292546178,101
6,"negative",0.651612903225806,5,"positive",0.306930693069307,0.397605292546178,101
6,"negative",0.651612903225806,7,"negative",0.534653465346535,0.395011104623889,101
6,"negative",0.651612903225806,7,"neutral",0,0.395011104623889,101
6,"negative",0.651612903225806,7,"positive",0.465346534653465,0.395011104623889,101
6,"negative",0.651612903225806,8,"negative",0.683168316831683,0.545407872123879,101
6,"negative",0.651612903225806,8,"neutral",0,0.545407872123879,101
6,"negative",0.651612903225806,8,"positive",0.316831683168317,0.545407872123879,101
6,"negative",0.651612903225806,9,"negative",0.613861386138614,0.320267031370468,101
6,"negative",0.651612903225806,9,"neutral",0,0.320267031370468,101
6,"negative",0.651612903225806,9,"positive",0.386138613861386,0.320267031370468,101
6,"negative",0.651612903225806,10,"negative",0.207920792079208,-0.137701045222606,101
6,"negative",0.651612903225806,10,"neutral",0,-0.137701045222606,101
6,"negative",0.651612903225806,10,"positive",0.792079207920792,-0.137701045222606,101
6,"positive",0.348387096774194,1,"negative",0.759259259259259,-0.547364867022962,54
6,"positive",0.348387096774194,1,"neutral",0,-0.547364867022962,54
6,"positive",0.348387096774194,1,"positive",0.240740740740741,-0.547364867022962,54
6,"positive",0.348387096774194,2,"negative",0.666666666666667,-0.1645297777091,54
6,"positive",0.348387096774194,2,"neutral",0,-0.1645297777091,54
6,"positive",0.348387096774194,2,"positive",0.333333333333333,-0.1645297777091,54
6,"positive",0.348387096774194,3,"negative",0.833333333333333,-0.322237735344908,54
6,"positive",0.348387096774194,3,"neutral",0,-0.322237735344908,54
6,"positive",0.348387096774194,3,"positive",0.166666666666667,-0.322237735344908,54
6,"positive",0.348387096774194,4,"negative",0.444444444444444,0.104886129254592,54
6,"positive",0.348387096774194,4,"neutral",0,0.104886129254592,54
6,"positive",0.348387096774194,4,"positive",0.555555555555556,0.104886129254592,54
6,"positive",0.348387096774194,5,"negative",0.277777777777778,0.397605292546178,54
6,"positive",0.348387096774194,5,"neutral",0,0.397605292546178,54
6,"positive",0.348387096774194,5,"positive",0.722222222222222,0.397605292546178,54
6,"positive",0.348387096774194,7,"negative",0.12962962962963,0.395011104623889,54
6,"positive",0.348387096774194,7,"neutral",0,0.395011104623889,54
6,"positive",0.348387096774194,7,"positive",0.87037037037037,0.395011104623889,54
6,"positive",0.348387096774194,8,"negative",0.111111111111111,0.545407872123879,54
6,"positive",0.348387096774194,8,"neutral",0,0.545407872123879,54
6,"positive",0.348387096774194,8,"positive",0.888888888888889,0.545407872123879,54
6,"positive",0.348387096774194,9,"negative",0.277777777777778,0.320267031370468,54
6,"positive",0.348387096774194,9,"neutral",0,0.320267031370468,54
6,"positive",0.348387096774194,9,"positive",0.722222222222222,0.320267031370468,54
6,"positive",0.348387096774194,10,"negative",0.333333333333333,-0.137701045222606,54
6,"positive",0.348387096774194,10,"neutral",0,-0.137701045222606,54
6,"positive",0.348387096774194,10,"positive",0.666666666666667,-0.137701045222606,54
7,"negative",0.393548387096774,1,"negative",0.0327868852459016,-0.594872689222184,61
7,"negative",0.393548387096774,1,"neutral",0,-0.594872689222184,61
7,"negative",0.393548387096774,1,"positive",0.967213114754098,-0.594872689222184,61
7,"negative",0.393548387096774,2,"negative",0.344262295081967,-0.341325428987249,61
7,"negative",0.393548387096774,2,"neutral",0,-0.341325428987249,61
7,"negative",0.393548387096774,2,"positive",0.655737704918033,-0.341325428987249,61
7,"negative",0.393548387096774,3,"negative",0.344262295081967,-0.456404466139767,61
7,"negative",0.393548387096774,3,"neutral",0,-0.456404466139767,61
7,"negative",0.393548387096774,3,"positive",0.655737704918033,-0.456404466139767,61
7,"negative",0.393548387096774,4,"negative",0.573770491803279,0.0929163267978579,61
7,"negative",0.393548387096774,4,"neutral",0,0.0929163267978579,61
7,"negative",0.393548387096774,4,"positive",0.426229508196721,0.0929163267978579,61
7,"negative",0.393548387096774,5,"negative",0.967213114754098,0.677965912914476,61
7,"negative",0.393548387096774,5,"neutral",0,0.677965912914476,61
7,"negative",0.393548387096774,5,"positive",0.0327868852459016,0.677965912914476,61
7,"negative",0.393548387096774,6,"negative",0.885245901639344,0.395011104623889,61
7,"negative",0.393548387096774,6,"neutral",0,0.395011104623889,61
7,"negative",0.393548387096774,6,"positive",0.114754098360656,0.395011104623889,61
7,"negative",0.393548387096774,8,"negative",0.819672131147541,0.541301536849906,61
7,"negative",0.393548387096774,8,"neutral",0,0.541301536849906,61
7,"negative",0.393548387096774,8,"positive",0.180327868852459,0.541301536849906,61
7,"negative",0.393548387096774,9,"negative",0.934426229508197,0.705129652242668,61
7,"negative",0.393548387096774,9,"neutral",0,0.705129652242668,61
7,"negative",0.393548387096774,9,"positive",0.0655737704918033,0.705129652242668,61
7,"negative",0.393548387096774,10,"negative",0.0819672131147541,-0.314930136572743,61
7,"negative",0.393548387096774,10,"neutral",0,-0.314930136572743,61
7,"negative",0.393548387096774,10,"positive",0.918032786885246,-0.314930136572743,61
7,"positive",0.606451612903226,1,"negative",0.627659574468085,-0.594872689222184,94
7,"positive",0.606451612903226,1,"neutral",0,-0.594872689222184,94
7,"positive",0.606451612903226,1,"positive",0.372340425531915,-0.594872689222184,94
7,"positive",0.606451612903226,2,"negative",0.691489361702128,-0.341325428987249,94
7,"positive",0.606451612903226,2,"neutral",0,-0.341325428987249,94
7,"positive",0.606451612903226,2,"positive",0.308510638297872,-0.341325428987249,94
7,"positive",0.606451612903226,3,"negative",0.797872340425532,-0.456404466139767,94
7,"positive",0.606451612903226,3,"neutral",0,-0.456404466139767,94
7,"positive",0.606451612903226,3,"positive",0.202127659574468,-0.456404466139767,94
7,"positive",0.606451612903226,4,"negative",0.478723404255319,0.0929163267978579,94
7,"positive",0.606451612903226,4,"neutral",0,0.0929163267978579,94
7,"positive",0.606451612903226,4,"positive",0.521276595744681,0.0929163267978579,94
7,"positive",0.606451612903226,5,"negative",0.276595744680851,0.677965912914476,94
7,"positive",0.606451612903226,5,"neutral",0,0.677965912914476,94
7,"positive",0.606451612903226,5,"positive",0.723404255319149,0.677965912914476,94
7,"positive",0.606451612903226,6,"negative",0.5,0.395011104623889,94
7,"positive",0.606451612903226,6,"neutral",0,0.395011104623889,94
7,"positive",0.606451612903226,6,"positive",0.5,0.395011104623889,94
7,"positive",0.606451612903226,8,"negative",0.265957446808511,0.541301536849906,94
7,"positive",0.606451612903226,8,"neutral",0,0.541301536849906,94
7,"positive",0.606451612903226,8,"positive",0.734042553191489,0.541301536849906,94
7,"positive",0.606451612903226,9,"negative",0.212765957446809,0.705129652242668,94
7,"positive",0.606451612903226,9,"neutral",0,0.705129652242668,94
7,"positive",0.606451612903226,9,"positive",0.787234042553192,0.705129652242668,94
7,"positive",0.606451612903226,10,"negative",0.361702127659574,-0.314930136572743,94
7,"positive",0.606451612903226,10,"neutral",0,-0.314930136572743,94
