"topic_given","sentiment_given","marginal_probability","topic_predicted","sentiment_predicted","conditional_probability","correlation","n_observations"
7,"positive",0.606451612903226,10,"positive",0.638297872340426,-0.314930136572743,94
8,"negative",0.483870967741935,1,"negative",0.0266666666666667,-0.727134190445622,75
8,"negative",0.483870967741935,1,"neutral",0,-0.727134190445622,75
8,"negative",0.483870967741935,1,"positive",0.973333333333333,-0.727134190445622,75
8,"negative",0.483870967741935,2,"negative",0.373333333333333,-0.353616937901629,75
8,"negative",0.483870967741935,2,"neutral",0,-0.353616937901629,75
8,"negative",0.483870967741935,2,"positive",0.626666666666667,-0.353616937901629,75
8,"negative",0.483870967741935,3,"negative",0.413333333333333,-0.410835790036317,75
8,"negative",0.483870967741935,3,"neutral",0,-0.410835790036317,75
8,"negative",0.483870967741935,3,"positive",0.586666666666667,-0.410835790036317,75
8,"negative",0.483870967741935,4,"negative",0.533333333333333,0.0333333333333333,75
8,"negative",0.483870967741935,4,"neutral",0,0.0333333333333333,75
8,"negative",0.483870967741935,4,"positive",0.466666666666667,0.0333333333333333,75
8,"negative",0.483870967741935,5,"negative",0.893333333333333,0.67113558182209,75
8,"negative",0.483870967741935,5,"neutral",0,0.67113558182209,75
8,"negative",0.483870967741935,5,"positive",0.106666666666667,0.67113558182209,75
8,"negative",0.483870967741935,6,"negative",0.92,0.545407872123879,75
8,"negative",0.483870967741935,6,"neutral",0,0.545407872123879,75
8,"negative",0.483870967741935,6,"positive",0.08,0.545407872123879,75
8,"negative",0.483870967741935,7,"negative",0.666666666666667,0.541301536849906,75
8,"negative",0.483870967741935,7,"neutral",0,0.541301536849906,75
8,"negative",0.483870967741935,7,"positive",0.333333333333333,0.541301536849906,75
8,"negative",0.483870967741935,9,"negative",0.72,0.432283912052462,75
8,"negative",0.483870967741935,9,"neutral",0,0.432283912052462,75
8,"negative",0.483870967741935,9,"positive",0.28,0.432283912052462,75
8,"negative",0.483870967741935,10,"negative",0.106666666666667,-0.323417102459467,75
8,"negative",0.483870967741935,10,"neutral",0,-0.323417102459467,75
8,"negative",0.483870967741935,10,"positive",0.893333333333333,-0.323417102459467,75
8,"positive",0.516129032258065,1,"negative",0.7375,-0.727134190445622,80
8,"positive",0.516129032258065,1,"neutral",0,-0.727134190445622,80
8,"positive",0.516129032258065,1,"positive",0.2625,-0.727134190445622,80
8,"positive",0.516129032258065,2,"negative",0.725,-0.353616937901629,80
8,"positive",0.516129032258065,2,"neutral",0,-0.353616937901629,80
8,"positive",0.516129032258065,2,"positive",0.275,-0.353616937901629,80
8,"positive",0.516129032258065,3,"negative",0.8125,-0.410835790036317,80
8,"positive",0.516129032258065,3,"neutral",0,-0.410835790036317,80
8,"positive",0.516129032258065,3,"positive",0.1875,-0.410835790036317,80
8,"positive",0.516129032258065,4,"negative",0.5,0.0333333333333333,80
8,"positive",0.516129032258065,4,"neutral",0,0.0333333333333333,80
8,"positive",0.516129032258065,4,"positive",0.5,0.0333333333333333,80
8,"positive",0.516129032258065,5,"negative",0.225,0.67113558182209,80
8,"positive",0.516129032258065,5,"neutral",0,0.67113558182209,80
8,"positive",0.516129032258065,5,"positive",0.775,0.67113558182209,80
8,"positive",0.516129032258065,6,"negative",0.4,0.545407872123879,80
8,"positive",0.516129032258065,6,"neutral",0,0.545407872123879,80
8,"positive",0.516129032258065,6,"positive",0.6,0.545407872123879,80
8,"positive",0.516129032258065,7,"negative",0.1375,0.541301536849906,80
8,"positive",0.516129032258065,7,"neutral",0,0.541301536849906,80
8,"positive",0.516129032258065,7,"positive",0.8625,0.541301536849906,80
8,"positive",0.516129032258065,9,"negative",0.2875,0.432283912052462,80
8,"positive",0.516129032258065,9,"neutral",0,0.432283912052462,80
8,"positive",0.516129032258065,9,"positive",0.7125,0.432283912052462,80
8,"positive",0.516129032258065,10,"negative",0.3875,-0.323417102459467,80
8,"positive",0.516129032258065,10,"neutral",0,-0.323417102459467,80
8,"positive",0.516129032258065,10,"positive",0.6125,-0.323417102459467,80
9,"negative",0.496774193548387,1,"negative",0.116883116883117,-0.562672332456571,77
9,"negative",0.496774193548387,1,"neutral",0,-0.562672332456571,77
9,"negative",0.496774193548387,1,"positive",0.883116883116883,-0.562672332456571,77
9,"negative",0.496774193548387,2,"negative",0.350649350649351,-0.408215127165901,77
9,"negative",0.496774193548387,2,"neutral",0,-0.408215127165901,77
9,"negative",0.496774193548387,2,"positive",0.649350649350649,-0.408215127165901,77
9,"negative",0.496774193548387,3,"negative",0.38961038961039,-0.470124802714662,77
9,"negative",0.496774193548387,3,"neutral",0,-0.470124802714662,77
9,"negative",0.496774193548387,3,"positive",0.61038961038961,-0.470124802714662,77
9,"negative",0.496774193548387,4,"negative",0.571428571428571,0.109945041215655,77
9,"negative",0.496774193548387,4,"neutral",0,0.109945041215655,77
9,"negative",0.496774193548387,4,"positive",0.428571428571429,0.109945041215655,77
9,"negative",0.496774193548387,5,"negative",0.87012987012987,0.642362349005064,77
9,"negative",0.496774193548387,5,"neutral",0,0.642362349005064,77
9,"negative",0.496774193548387,5,"positive",0.12987012987013,0.642362349005064,77
9,"negative",0.496774193548387,6,"negative",0.805194805194805,0.320267031370468,77
9,"negative",0.496774193548387,6,"neutral",0,0.320267031370468,77
9,"negative",0.496774193548387,6,"positive",0.194805194805195,0.320267031370468,77
9,"negative",0.496774193548387,7,"negative",0.74025974025974,0.705129652242668,77
9,"negative",0.496774193548387,7,"neutral",0,0.705129652242668,77
9,"negative",0.496774193548387,7,"positive",0.25974025974026,0.705129652242668,77
9,"negative",0.496774193548387,8,"negative",0.701298701298701,0.432283912052462,77
9,"negative",0.496774193548387,8,"neutral",0,0.432283912052462,77
9,"negative",0.496774193548387,8,"positive",0.298701298701299,0.432283912052462,77
9,"negative",0.496774193548387,10,"negative",0.12987012987013,-0.278747930815335,77
9,"negative",0.496774193548387,10,"neutral",0,-0.278747930815335,77
9,"negative",0.496774193548387,10,"positive",0.87012987012987,-0.278747930815335,77
9,"positive",0.503225806451613,1,"negative",0.666666666666667,-0.562672332456571,78
9,"positive",0.503225806451613,1,"neutral",0,-0.562672332456571,78
9,"positive",0.503225806451613,1,"positive",0.333333333333333,-0.562672332456571,78
9,"positive",0.503225806451613,2,"negative",0.756410256410256,-0.408215127165901,78
9,"positive",0.503225806451613,2,"neutral",0,-0.408215127165901,78
9,"positive",0.503225806451613,2,"positive",0.243589743589744,-0.408215127165901,78
9,"positive",0.503225806451613,3,"negative",0.846153846153846,-0.470124802714662,78
9,"positive",0.503225806451613,3,"neutral",0,-0.470124802714662,78
9,"positive",0.503225806451613,3,"positive",0.153846153846154,-0.470124802714662,78
9,"positive",0.503225806451613,4,"negative",0.461538461538462,0.109945041215655,78
9,"positive",0.503225806451613,4,"neutral",0,0.109945041215655,78
9,"positive",0.503225806451613,4,"positive",0.538461538461538,0.109945041215655,78
9,"positive",0.503225806451613,5,"negative",0.230769230769231,0.642362349005064,78
9,"positive",0.503225806451613,5,"neutral",0,0.642362349005064,78
9,"positive",0.503225806451613,5,"positive",0.769230769230769,0.642362349005064,78
9,"positive",0.503225806451613,6,"negative",0.5,0.320267031370468,78
9,"positive",0.503225806451613,6,"neutral",0,0.320267031370468,78
9,"positive",0.503225806451613,6,"positive",0.5,0.320267031370468,78
9,"positive",0.503225806451613,7,"negative",0.0512820512820513,0.705129652242668,78
9,"positive",0.503225806451613,7,"neutral",0,0.705129652242668,78
9,"positive",0.503225806451613,7,"positive",0.948717948717949,0.705129652242668,78
9,"positive",0.503225806451613,8,"negative",0.269230769230769,0.432283912052462,78
9,"positive",0.503225806451613,8,"neutral",0,0.432283912052462,78
9,"positive",0.503225806451613,8,"positive",0.730769230769231,0.432283912052462,78
9,"positive",0.503225806451613,10,"negative",0.371794871794872,-0.278747930815335,78
9,"positive",0.503225806451613,10,"neutral",0,-0.278747930815335,78
9,"positive",0.503225806451613,10,"positive",0.628205128205128,-0.278747930815335,78
10,"negative",0.251612903225806,1,"negative",0.692307692307692,0.354590914370558,39
10,"negative",0.251612903225806,1,"neutral",0,0.354590914370558,39
10,"negative",0.251612903225806,1,"positive",0.307692307692308,0.354590914370558,39
10,"negative",0.251612903225806,2,"negative",0.743589743589744,0.220216864775587,39
10,"negative",0.251612903225806,2,"neutral",0,0.220216864775587,39
10,"negative",0.251612903225806,2,"positive",0.256410256410256,0.220216864775587,39
10,"negative",0.251612903225806,3,"negative",0.871794871794872,0.301461331593776,39
10,"negative",0.251612903225806,3,"neutral",0,0.301461331593776,39
10,"negative",0.251612903225806,3,"positive",0.128205128205128,0.301461331593776,39
10,"negative",0.251612903225806,4,"negative",0.333333333333333,-0.212092521197455,39
10,"negative",0.251612903225806,4,"neutral",0,-0.212092521197455,39
10,"negative",0.251612903225806,4,"positive",0.666666666666667,-0.212092521197455,39
10,"negative",0.251612903225806,5,"negative",0.256410256410256,-0.340192651929434,39
10,"negative",0.251612903225806,5,"neutral",0,-0.340192651929434,39
10,"negative",0.251612903225806,5,"positive",0.743589743589744,-0.340192651929434,39
10,"negative",0.251612903225806,6,"negative",0.538461538461538,-0.137701045222606,39
10,"negative",0.251612903225806,6,"neutral",0,-0.137701045222606,39
10,"negative",0.251612903225806,6,"positive",0.461538461538462,-0.137701045222606,39
10,"negative",0.251612903225806,7,"negative",0.128205128205128,-0.314930136572743,39
10,"negative",0.251612903225806,7,"neutral",0,-0.314930136572743,39
10,"negative",0.251612903225806,7,"positive",0.871794871794872,-0.314930136572743,39
10,"negative",0.251612903225806,8,"negative",0.205128205128205,-0.323417102459467,39
10,"negative",0.251612903225806,8,"neutral",0,-0.323417102459467,39
10,"negative",0.251612903225806,8,"positive",0.794871794871795,-0.323417102459467,39
10,"negative",0.251612903225806,9,"negative",0.256410256410256,-0.278747930815335,39
10,"negative",0.251612903225806,9,"neutral",0,-0.278747930815335,39
10,"negative",0.251612903225806,9,"positive",0.743589743589744,-0.278747930815335,39
10,"positive",0.748387096774194,1,"negative",0.293103448275862,0.354590914370558,116
10,"positive",0.748387096774194,1,"neutral",0,0.354590914370558,116
10,"positive",0.748387096774194,1,"positive",0.706896551724138,0.354590914370558,116
10,"positive",0.748387096774194,2,"negative",0.491379310344828,0.220216864775587,116
10,"positive",0.748387096774194,2,"neutral",0,0.220216864775587,116
10,"positive",0.748387096774194,2,"positive",0.508620689655172,0.220216864775587,116
10,"positive",0.748387096774194,3,"negative",0.53448275862069,0.301461331593776,116
10,"positive",0.748387096774194,3,"neutral",0,0.301461331593776,116
10,"positive",0.748387096774194,3,"positive",0.46551724137931,0.301461331593776,116
10,"positive",0.748387096774194,4,"negative",0.577586206896552,-0.212092521197455,116
10,"positive",0.748387096774194,4,"neutral",0,-0.212092521197455,116
10,"positive",0.748387096774194,4,"positive",0.422413793103448,-0.212092521197455,116
10,"positive",0.748387096774194,5,"negative",0.646551724137931,-0.340192651929434,116
10,"positive",0.748387096774194,5,"neutral",0,-0.340192651929434,116
10,"positive",0.748387096774194,5,"positive",0.353448275862069,-0.340192651929434,116
10,"positive",0.748387096774194,6,"negative",0.689655172413793,-0.137701045222606,116
10,"positive",0.748387096774194,6,"neutral",0,-0.137701045222606,116
10,"positive",0.748387096774194,6,"positive",0.310344827586207,-0.137701045222606,116
10,"positive",0.748387096774194,7,"negative",0.482758620689655,-0.314930136572743,116
10,"positive",0.748387096774194,7,"neutral",0,-0.314930136572743,116
10,"positive",0.748387096774194,7,"positive",0.517241379310345,-0.314930136572743,116
10,"positive",0.748387096774194,8,"negative",0.577586206896552,-0.323417102459467,116
10,"positive",0.748387096774194,8,"neutral",0,-0.323417102459467,116
10,"positive",0.748387096774194,8,"positive",0.422413793103448,-0.323417102459467,116
10,"positive",0.748387096774194,9,"negative",0.577586206896552,-0.278747930815335,116
10,"positive",0.748387096774194,9,"neutral",0,-0.278747930815335,116
10,"positive",0.748387096774194,9,"positive",0.422413793103448,-0.278747930815335,116
