"file","topic","sentiment","opinion","node"
"kandidat_53",6,"positive",1,"topic_6_positive"
"kandidat_53",7,"positive",1,"topic_7_positive"
"kandidat_53",8,"positive",1,"topic_8_positive"
"kandidat_53",9,"negative",-1,"topic_9_negative"
"kandidat_53",10,"negative",-1,"topic_10_negative"
"kandidat_54",1,"positive",1,"topic_1_positive"
"kandidat_54",2,"positive",1,"topic_2_positive"
"kandidat_54",3,"positive",1,"topic_3_positive"
"kandidat_54",4,"positive",1,"topic_4_positive"
"kandidat_54",5,"positive",1,"topic_5_positive"
"kandidat_54",6,"negative",-1,"topic_6_negative"
"kandidat_54",7,"positive",1,"topic_7_positive"
"kandidat_54",8,"negative",-1,"topic_8_negative"
"kandidat_54",9,"negative",-1,"topic_9_negative"
"kandidat_54",10,"negative",-1,"topic_10_negative"
"kandidat_55",1,"negative",-1,"topic_1_negative"
"kandidat_55",2,"positive",1,"topic_2_positive"
"kandidat_55",3,"positive",1,"topic_3_positive"
"kandidat_55",4,"positive",1,"topic_4_positive"
"kandidat_55",5,"positive",1,"topic_5_positive"
"kandidat_55",6,"negative",-1,"topic_6_negative"
"kandidat_55",7,"positive",1,"topic_7_positive"
"kandidat_55",8,"positive",1,"topic_8_positive"
"kandidat_55",9,"positive",1,"topic_9_positive"
"kandidat_55",10,"negative",-1,"topic_10_negative"
"kandidat_56",1,"negative",-1,"topic_1_negative"
"kandidat_56",2,"negative",-1,"topic_2_negative"
"kandidat_56",3,"positive",1,"topic_3_positive"
"kandidat_56",4,"negative",-1,"topic_4_negative"
"kandidat_56",5,"positive",1,"topic_5_positive"
"kandidat_56",6,"negative",-1,"topic_6_negative"
"kandidat_56",7,"negative",-1,"topic_7_negative"
"kandidat_56",8,"positive",1,"topic_8_positive"
"kandidat_56",9,"positive",1,"topic_9_positive"
"kandidat_56",10,"negative",-1,"topic_10_negative"
"kandidat_57",1,"negative",-1,"topic_1_negative"
"kandidat_57",2,"negative",-1,"topic_2_negative"
"kandidat_57",3,"positive",1,"topic_3_positive"
"kandidat_57",4,"negative",-1,"topic_4_negative"
"kandidat_57",5,"positive",1,"topic_5_positive"
"kandidat_57",6,"negative",-1,"topic_6_negative"
"kandidat_57",7,"negative",-1,"topic_7_negative"
"kandidat_57",8,"positive",1,"topic_8_positive"
"kandidat_57",9,"positive",1,"topic_9_positive"
"kandidat_57",10,"negative",-1,"topic_10_negative"
"kandidat_58",1,"negative",-1,"topic_1_negative"
"kandidat_58",2,"negative",-1,"topic_2_negative"
"kandidat_58",3,"positive",1,"topic_3_positive"
"kandidat_58",4,"negative",-1,"topic_4_negative"
"kandidat_58",5,"positive",1,"topic_5_positive"
"kandidat_58",6,"negative",-1,"topic_6_negative"
"kandidat_58",7,"negative",-1,"topic_7_negative"
"kandidat_58",8,"positive",1,"topic_8_positive"
"kandidat_58",9,"positive",1,"topic_9_positive"
"kandidat_58",10,"positive",1,"topic_10_positive"
"kandidat_59",1,"negative",-1,"topic_1_negative"
"kandidat_59",2,"negative",-1,"topic_2_negative"
"kandidat_59",3,"positive",1,"topic_3_positive"
"kandidat_59",4,"negative",-1,"topic_4_negative"
"kandidat_59",5,"negative",-1,"topic_5_negative"
"kandidat_59",6,"negative",-1,"topic_6_negative"
"kandidat_59",7,"negative",-1,"topic_7_negative"
"kandidat_59",8,"positive",1,"topic_8_positive"
"kandidat_59",9,"positive",1,"topic_9_positive"
"kandidat_59",10,"negative",-1,"topic_10_negative"
"kandidat_60",1,"negative",-1,"topic_1_negative"
"kandidat_60",2,"negative",-1,"topic_2_negative"
"kandidat_60",3,"positive",1,"topic_3_positive"
"kandidat_60",4,"negative",-1,"topic_4_negative"
"kandidat_60",5,"positive",1,"topic_5_positive"
"kandidat_60",6,"negative",-1,"topic_6_negative"
"kandidat_60",7,"negative",-1,"topic_7_negative"
"kandidat_60",8,"positive",1,"topic_8_positive"
"kandidat_60",9,"positive",1,"topic_9_positive"
"kandidat_60",10,"positive",1,"topic_10_positive"
"kandidat_61",1,"negative",-1,"topic_1_negative"
"kandidat_61",2,"negative",-1,"topic_2_negative"
"kandidat_61",3,"positive",1,"topic_3_positive"
"kandidat_61",4,"negative",-1,"topic_4_negative"
"kandidat_61",5,"positive",1,"topic_5_positive"
"kandidat_61",6,"negative",-1,"topic_6_negative"
"kandidat_61",7,"negative",-1,"topic_7_negative"
"kandidat_61",8,"positive",1,"topic_8_positive"
"kandidat_61",9,"positive",1,"topic_9_positive"
"kandidat_61",10,"positive",1,"topic_10_positive"
"kandidat_62",1,"negative",-1,"topic_1_negative"
"kandidat_62",2,"negative",-1,"topic_2_negative"
"kandidat_62",3,"positive",1,"topic_3_positive"
"kandidat_62",4,"negative",-1,"topic_4_negative"
"kandidat_62",5,"positive",1,"topic_5_positive"
"kandidat_62",6,"positive",1,"topic_6_positive"
"kandidat_62",7,"positive",1,"topic_7_positive"
"kandidat_62",8,"positive",1,"topic_8_positive"
"kandidat_62",9,"positive",1,"topic_9_positive"
"kandidat_62",10,"negative",-1,"topic_10_negative"
"kandidat_63",1,"negative",-1,"topic_1_negative"
"kandidat_63",2,"negative",-1,"topic_2_negative"
"kandidat_63",3,"negative",-1,"topic_3_negative"
"kandidat_63",4,"positive",1,"topic_4_positive"
"kandidat_63",5,"positive",1,"topic_5_positive"
"kandidat_63",6,"negative",-1,"topic_6_negative"
"kandidat_63",7,"negative",-1,"topic_7_negative"
"kandidat_63",8,"positive",1,"topic_8_positive"
"kandidat_63",9,"positive",1,"topic_9_positive"
"kandidat_63",10,"positive",1,"topic_10_positive"
"kandidat_64",1,"negative",-1,"topic_1_negative"
"kandidat_64",2,"negative",-1,"topic_2_negative"
"kandidat_64",3,"positive",1,"topic_3_positive"
"kandidat_64",4,"negative",-1,"topic_4_negative"
"kandidat_64",5,"positive",1,"topic_5_positive"
"kandidat_64",6,"negative",-1,"topic_6_negative"
"kandidat_64",7,"negative",-1,"topic_7_negative"
"kandidat_64",8,"positive",1,"topic_8_positive"
"kandidat_64",9,"positive",1,"topic_9_positive"
"kandidat_64",10,"positive",1,"topic_10_positive"
"kandidat_65",1,"negative",-1,"topic_1_negative"
"kandidat_65",2,"negative",-1,"topic_2_negative"
"kandidat_65",3,"positive",1,"topic_3_positive"
"kandidat_65",4,"positive",1,"topic_4_positive"
"kandidat_65",5,"positive",1,"topic_5_positive"
"kandidat_65",6,"negative",-1,"topic_6_negative"
"kandidat_65",7,"negative",-1,"topic_7_negative"
"kandidat_65",8,"positive",1,"topic_8_positive"
"kandidat_65",9,"positive",1,"topic_9_positive"
"kandidat_65",10,"negative",-1,"topic_10_negative"
"kandidat_66",1,"negative",-1,"topic_1_negative"
"kandidat_66",2,"negative",-1,"topic_2_negative"
"kandidat_66",3,"positive",1,"topic_3_positive"
"kandidat_66",4,"positive",1,"topic_4_positive"
"kandidat_66",5,"positive",1,"topic_5_positive"
"kandidat_66",6,"negative",-1,"topic_6_negative"
"kandidat_66",7,"positive",1,"topic_7_positive"
"kandidat_66",8,"negative",-1,"topic_8_negative"
"kandidat_66",9,"negative",-1,"topic_9_negative"
"kandidat_66",10,"negative",-1,"topic_10_negative"
"kandidat_67",1,"negative",-1,"topic_1_negative"
"kandidat_67",2,"negative",-1,"topic_2_negative"
"kandidat_67",3,"positive",1,"topic_3_positive"
"kandidat_67",4,"negative",-1,"topic_4_negative"
"kandidat_67",5,"positive",1,"topic_5_positive"
"kandidat_67",6,"negative",-1,"topic_6_negative"
"kandidat_67",7,"negative",-1,"topic_7_negative"
"kandidat_67",8,"positive",1,"topic_8_positive"
"kandidat_67",9,"positive",1,"topic_9_positive"
"kandidat_67",10,"positive",1,"topic_10_positive"
"kandidat_68",1,"negative",-1,"topic_1_negative"
"kandidat_68",2,"negative",-1,"topic_2_negative"
"kandidat_68",3,"positive",1,"topic_3_positive"
"kandidat_68",4,"positive",1,"topic_4_positive"
"kandidat_68",5,"positive",1,"topic_5_positive"
"kandidat_68",6,"negative",-1,"topic_6_negative"
"kandidat_68",7,"negative",-1,"topic_7_negative"
"kandidat_68",8,"positive",1,"topic_8_positive"
"kandidat_68",9,"positive",1,"topic_9_positive"
"kandidat_68",10,"negative",-1,"topic_10_negative"
"kandidat_69",1,"negative",-1,"topic_1_negative"
"kandidat_69",2,"negative",-1,"topic_2_negative"
"kandidat_69",3,"positive",1,"topic_3_positive"
"kandidat_69",4,"negative",-1,"topic_4_negative"
"kandidat_69",5,"positive",1,"topic_5_positive"
"kandidat_69",6,"negative",-1,"topic_6_negative"
"kandidat_69",7,"negative",-1,"topic_7_negative"
"kandidat_69",8,"positive",1,"topic_8_positive"
"kandidat_69",9,"positive",1,"topic_9_positive"
"kandidat_69",10,"positive",1,"topic_10_positive"
"kandidat_70",1,"negative",-1,"topic_1_negative"
"kandidat_70",2,"negative",-1,"topic_2_negative"
"kandidat_70",3,"positive",1,"topic_3_positive"
"kandidat_70",4,"positive",1,"topic_4_positive"
"kandidat_70",5,"positive",1,"topic_5_positive"
"kandidat_70",6,"positive",1,"topic_6_positive"
"kandidat_70",7,"positive",1,"topic_7_positive"
"kandidat_70",8,"positive",1,"topic_8_positive"
"kandidat_70",9,"positive",1,"topic_9_positive"
"kandidat_70",10,"negative",-1,"topic_10_negative"
"kandidat_71",1,"negative",-1,"topic_1_negative"
"kandidat_71",2,"negative",-1,"topic_2_negative"
"kandidat_71",3,"positive",1,"topic_3_positive"
"kandidat_71",4,"negative",-1,"topic_4_negative"
"kandidat_71",5,"positive",1,"topic_5_positive"
"kandidat_71",6,"negative",-1,"topic_6_negative"
"kandidat_71",7,"positive",1,"topic_7_positive"
"kandidat_71",8,"positive",1,"topic_8_positive"
"kandidat_71",9,"positive",1,"topic_9_positive"
"kandidat_71",10,"negative",-1,"topic_10_negative"
"kandidat_72",1,"negative",-1,"topic_1_negative"
"kandidat_72",2,"negative",-1,"topic_2_negative"
"kandidat_72",3,"positive",1,"topic_3_positive"
"kandidat_72",4,"negative",-1,"topic_4_negative"
"kandidat_72",5,"positive",1,"topic_5_positive"
"kandidat_72",6,"negative",-1,"topic_6_negative"
"kandidat_72",7,"negative",-1,"topic_7_negative"
"kandidat_72",8,"positive",1,"topic_8_positive"
"kandidat_72",9,"positive",1,"topic_9_positive"
"kandidat_72",10,"negative",-1,"topic_10_negative"
"kandidat_73",1,"negative",-1,"topic_1_negative"
"kandidat_73",2,"negative",-1,"topic_2_negative"
"kandidat_73",3,"positive",1,"topic_3_positive"
"kandidat_73",4,"negative",-1,"topic_4_negative"
"kandidat_73",5,"positive",1,"topic_5_positive"
"kandidat_73",6,"negative",-1,"topic_6_negative"
"kandidat_73",7,"negative",-1,"topic_7_negative"
"kandidat_73",8,"negative",-1,"topic_8_negative"
"kandidat_73",9,"positive",1,"topic_9_positive"
"kandidat_73",10,"positive",1,"topic_10_positive"
"kandidat_74",1,"negative",-1,"topic_1_negative"
"kandidat_74",2,"negative",-1,"topic_2_negative"
"kandidat_74",3,"positive",1,"topic_3_positive"
"kandidat_74",4,"negative",-1,"topic_4_negative"
"kandidat_74",5,"positive",1,"topic_5_positive"
"kandidat_74",6,"negative",-1,"topic_6_negative"
"kandidat_74",7,"negative",-1,"topic_7_negative"
"kandidat_74",8,"positive",1,"topic_8_positive"
"kandidat_74",9,"positive",1,"topic_9_positive"
"kandidat_74",10,"negative",-1,"topic_10_negative"
"kandidat_75",1,"negative",-1,"topic_1_negative"
"kandidat_75",2,"negative",-1,"topic_2_negative"
"kandidat_75",3,"positive",1,"topic_3_positive"
"kandidat_75",4,"negative",-1,"topic_4_negative"
"kandidat_75",5,"positive",1,"topic_5_positive"
"kandidat_75",6,"negative",-1,"topic_6_negative"
"kandidat_75",7,"negative",-1,"topic_7_negative"
"kandidat_75",8,"positive",1,"topic_8_positive"
"kandidat_75",9,"positive",1,"topic_9_positive"
"kandidat_75",10,"negative",-1,"topic_10_negative"
"kandidat_76",1,"positive",1,"topic_1_positive"
"kandidat_76",2,"positive",1,"topic_2_positive"
"kandidat_76",3,"negative",-1,"topic_3_negative"
"kandidat_76",4,"positive",1,"topic_4_positive"
"kandidat_76",5,"negative",-1,"topic_5_negative"
"kandidat_76",6,"positive",1,"topic_6_positive"
"kandidat_76",7,"positive",1,"topic_7_positive"
"kandidat_76",8,"positive",1,"topic_8_positive"
"kandidat_76",9,"negative",-1,"topic_9_negative"
"kandidat_76",10,"positive",1,"topic_10_positive"
"kandidat_77",1,"positive",1,"topic_1_positive"
"kandidat_77",2,"positive",1,"topic_2_positive"
"kandidat_77",3,"negative",-1,"topic_3_negative"
"kandidat_77",4,"positive",1,"topic_4_positive"
"kandidat_77",5,"negative",-1,"topic_5_negative"
"kandidat_77",6,"positive",1,"topic_6_positive"
"kandidat_77",7,"positive",1,"topic_7_positive"
"kandidat_77",8,"positive",1,"topic_8_positive"
"kandidat_77",9,"negative",-1,"topic_9_negative"
"kandidat_77",10,"negative",-1,"topic_10_negative"
"kandidat_78",1,"positive",1,"topic_1_positive"
"kandidat_78",2,"positive",1,"topic_2_positive"
"kandidat_78",3,"negative",-1,"topic_3_negative"
"kandidat_78",4,"positive",1,"topic_4_positive"
"kandidat_78",5,"negative",-1,"topic_5_negative"
"kandidat_78",6,"positive",1,"topic_6_positive"
"kandidat_78",7,"positive",1,"topic_7_positive"
"kandidat_78",8,"positive",1,"topic_8_positive"
"kandidat_78",9,"negative",-1,"topic_9_negative"
"kandidat_78",10,"negative",-1,"topic_10_negative"
"kandidat_79",1,"positive",1,"topic_1_positive"
"kandidat_79",2,"positive",1,"topic_2_positive"
"kandidat_79",3,"negative",-1,"topic_3_negative"
"kandidat_79",4,"positive",1,"topic_4_positive"
"kandidat_79",5,"negative",-1,"topic_5_negative"
"kandidat_79",6,"positive",1,"topic_6_positive"
"kandidat_79",7,"positive",1,"topic_7_positive"
"kandidat_79",8,"positive",1,"topic_8_positive"
"kandidat_79",9,"negative",-1,"topic_9_negative"
"kandidat_79",10,"positive",1,"topic_10_positive"
"kandidat_80",1,"positive",1,"topic_1_positive"
"kandidat_80",2,"positive",1,"topic_2_positive"
"kandidat_80",3,"negative",-1,"topic_3_negative"
"kandidat_80",4,"positive",1,"topic_4_positive"
"kandidat_80",5,"negative",-1,"topic_5_negative"
"kandidat_80",6,"negative",-1,"topic_6_negative"
"kandidat_80",7,"positive",1,"topic_7_positive"
"kandidat_80",8,"positive",1,"topic_8_positive"
"kandidat_80",9,"negative",-1,"topic_9_negative"
"kandidat_80",10,"negative",-1,"topic_10_negative"
"kandidat_81",1,"positive",1,"topic_1_positive"
"kandidat_81",2,"positive",1,"topic_2_positive"
"kandidat_81",3,"negative",-1,"topic_3_negative"
"kandidat_81",4,"positive",1,"topic_4_positive"
"kandidat_81",5,"negative",-1,"topic_5_negative"
"kandidat_81",6,"negative",-1,"topic_6_negative"
"kandidat_81",7,"positive",1,"topic_7_positive"
"kandidat_81",8,"positive",1,"topic_8_positive"
"kandidat_81",9,"negative",-1,"topic_9_negative"
"kandidat_81",10,"negative",-1,"topic_10_negative"
"kandidat_82",1,"positive",1,"topic_1_positive"
"kandidat_82",2,"positive",1,"topic_2_positive"
"kandidat_82",3,"negative",-1,"topic_3_negative"
"kandidat_82",4,"positive",1,"topic_4_positive"
"kandidat_82",5,"negative",-1,"topic_5_negative"
"kandidat_82",6,"positive",1,"topic_6_positive"
"kandidat_82",7,"positive",1,"topic_7_positive"
"kandidat_82",8,"negative",-1,"topic_8_negative"
"kandidat_82",9,"negative",-1,"topic_9_negative"
"kandidat_82",10,"positive",1,"topic_10_positive"
"kandidat_83",1,"positive",1,"topic_1_positive"
"kandidat_83",2,"positive",1,"topic_2_positive"
"kandidat_83",3,"negative",-1,"topic_3_negative"
"kandidat_83",4,"positive",1,"topic_4_positive"
"kandidat_83",5,"positive",1,"topic_5_positive"
"kandidat_83",6,"negative",-1,"topic_6_negative"
"kandidat_83",7,"positive",1,"topic_7_positive"
"kandidat_83",8,"positive",1,"topic_8_positive"
"kandidat_83",9,"negative",-1,"topic_9_negative"
"kandidat_83",10,"positive",1,"topic_10_positive"
"kandidat_84",1,"negative",-1,"topic_1_negative"
"kandidat_84",2,"positive",1,"topic_2_positive"
"kandidat_84",3,"negative",-1,"topic_3_negative"
"kandidat_84",4,"positive",1,"topic_4_positive"
"kandidat_84",5,"negative",-1,"topic_5_negative"
"kandidat_84",6,"negative",-1,"topic_6_negative"
"kandidat_84",7,"negative",-1,"topic_7_negative"
"kandidat_84",8,"positive",1,"topic_8_positive"
"kandidat_84",9,"positive",1,"topic_9_positive"
"kandidat_84",10,"positive",1,"topic_10_positive"
"kandidat_85",1,"positive",1,"topic_1_positive"
"kandidat_85",2,"negative",-1,"topic_2_negative"
"kandidat_85",3,"negative",-1,"topic_3_negative"
"kandidat_85",4,"positive",1,"topic_4_positive"
"kandidat_85",5,"positive",1,"topic_5_positive"
"kandidat_85",6,"positive",1,"topic_6_positive"
"kandidat_85",7,"positive",1,"topic_7_positive"
"kandidat_85",8,"positive",1,"topic_8_positive"
"kandidat_85",9,"negative",-1,"topic_9_negative"
"kandidat_85",10,"negative",-1,"topic_10_negative"
"kandidat_86",1,"positive",1,"topic_1_positive"
"kandidat_86",2,"positive",1,"topic_2_positive"
"kandidat_86",3,"negative",-1,"topic_3_negative"
"kandidat_86",4,"positive",1,"topic_4_positive"
"kandidat_86",5,"negative",-1,"topic_5_negative"
"kandidat_86",6,"negative",-1,"topic_6_negative"
"kandidat_86",7,"positive",1,"topic_7_positive"
"kandidat_86",8,"negative",-1,"topic_8_negative"
"kandidat_86",9,"positive",1,"topic_9_positive"
"kandidat_86",10,"positive",1,"topic_10_positive"
"kandidat_87",1,"positive",1,"topic_1_positive"
"kandidat_87",2,"positive",1,"topic_2_positive"
"kandidat_87",3,"negative",-1,"topic_3_negative"
"kandidat_87",4,"positive",1,"topic_4_positive"
"kandidat_87",5,"negative",-1,"topic_5_negative"
"kandidat_87",6,"negative",-1,"topic_6_negative"
"kandidat_87",7,"positive",1,"topic_7_positive"
"kandidat_87",8,"negative",-1,"topic_8_negative"
"kandidat_87",9,"negative",-1,"topic_9_negative"
"kandidat_87",10,"positive",1,"topic_10_positive"
"kandidat_88",1,"positive",1,"topic_1_positive"
"kandidat_88",2,"negative",-1,"topic_2_negative"
"kandidat_88",3,"negative",-1,"topic_3_negative"
"kandidat_88",4,"positive",1,"topic_4_positive"
"kandidat_88",5,"negative",-1,"topic_5_negative"
"kandidat_88",6,"positive",1,"topic_6_positive"
"kandidat_88",7,"positive",1,"topic_7_positive"
"kandidat_88",8,"negative",-1,"topic_8_negative"
"kandidat_88",9,"negative",-1,"topic_9_negative"
"kandidat_88",10,"negative",-1,"topic_10_negative"
"kandidat_89",1,"positive",1,"topic_1_positive"
"kandidat_89",2,"negative",-1,"topic_2_negative"
"kandidat_89",3,"negative",-1,"topic_3_negative"
"kandidat_89",4,"positive",1,"topic_4_positive"
"kandidat_89",5,"negative",-1,"topic_5_negative"
"kandidat_89",6,"negative",-1,"topic_6_negative"
"kandidat_89",7,"positive",1,"topic_7_positive"
"kandidat_89",8,"positive",1,"topic_8_positive"
"kandidat_89",9,"positive",1,"topic_9_positive"
"kandidat_89",10,"negative",-1,"topic_10_negative"
"kandidat_90",1,"positive",1,"topic_1_positive"
"kandidat_90",2,"positive",1,"topic_2_positive"
"kandidat_90",3,"positive",1,"topic_3_positive"
"kandidat_90",4,"positive",1,"topic_4_positive"
"kandidat_90",5,"negative",-1,"topic_5_negative"
"kandidat_90",6,"negative",-1,"topic_6_negative"
"kandidat_90",7,"negative",-1,"topic_7_negative"
"kandidat_90",8,"negative",-1,"topic_8_negative"
"kandidat_90",9,"positive",1,"topic_9_positive"
"kandidat_90",10,"negative",-1,"topic_10_negative"
"kandidat_91",1,"positive",1,"topic_1_positive"
"kandidat_91",2,"positive",1,"topic_2_positive"
"kandidat_91",3,"negative",-1,"topic_3_negative"
"kandidat_91",4,"positive",1,"topic_4_positive"
"kandidat_91",5,"negative",-1,"topic_5_negative"
"kandidat_91",6,"negative",-1,"topic_6_negative"
"kandidat_91",7,"negative",-1,"topic_7_negative"
"kandidat_91",8,"negative",-1,"topic_8_negative"
"kandidat_91",9,"positive",1,"topic_9_positive"
"kandidat_91",10,"positive",1,"topic_10_positive"
"kandidat_92",1,"negative",-1,"topic_1_negative"
"kandidat_92",2,"positive",1,"topic_2_positive"
"kandidat_92",3,"negative",-1,"topic_3_negative"
"kandidat_92",4,"positive",1,"topic_4_positive"
"kandidat_92",5,"negative",-1,"topic_5_negative"
"kandidat_92",6,"positive",1,"topic_6_positive"
"kandidat_92",7,"positive",1,"topic_7_positive"
"kandidat_92",8,"negative",-1,"topic_8_negative"
"kandidat_92",9,"negative",-1,"topic_9_negative"
"kandidat_92",10,"negative",-1,"topic_10_negative"
"kandidat_93",1,"positive",1,"topic_1_positive"
"kandidat_93",2,"positive",1,"topic_2_positive"
"kandidat_93",3,"negative",-1,"topic_3_negative"
"kandidat_93",4,"positive",1,"topic_4_positive"
"kandidat_93",5,"negative",-1,"topic_5_negative"
"kandidat_93",6,"positive",1,"topic_6_positive"
"kandidat_93",7,"positive",1,"topic_7_positive"
"kandidat_93",8,"positive",1,"topic_8_positive"
"kandidat_93",9,"negative",-1,"topic_9_negative"
"kandidat_93",10,"negative",-1,"topic_10_negative"
"kandidat_94",1,"positive",1,"topic_1_positive"
"kandidat_94",2,"positive",1,"topic_2_positive"
"kandidat_94",3,"negative",-1,"topic_3_negative"
"kandidat_94",4,"positive",1,"topic_4_positive"
"kandidat_94",5,"negative",-1,"topic_5_negative"
"kandidat_94",6,"positive",1,"topic_6_positive"
"kandidat_94",7,"positive",1,"topic_7_positive"
"kandidat_94",8,"positive",1,"topic_8_positive"
"kandidat_94",9,"negative",-1,"topic_9_negative"
"kandidat_94",10,"negative",-1,"topic_10_negative"
"kandidat_95",1,"positive",1,"topic_1_positive"
"kandidat_95",2,"negative",-1,"topic_2_negative"
"kandidat_95",3,"negative",-1,"topic_3_negative"
"kandidat_95",4,"positive",1,"topic_4_positive"
"kandidat_95",5,"negative",-1,"topic_5_negative"
"kandidat_95",6,"positive",1,"topic_6_positive"
"kandidat_95",7,"positive",1,"topic_7_positive"
"kandidat_95",8,"negative",-1,"topic_8_negative"
"kandidat_95",9,"negative",-1,"topic_9_negative"
"kandidat_95",10,"negative",-1,"topic_10_negative"
"kandidat_96",1,"positive",1,"topic_1_positive"
"kandidat_96",2,"positive",1,"topic_2_positive"
"kandidat_96",3,"negative",-1,"topic_3_negative"
"kandidat_96",4,"positive",1,"topic_4_positive"
"kandidat_96",5,"negative",-1,"topic_5_negative"
"kandidat_96",6,"positive",1,"topic_6_positive"
"kandidat_96",7,"positive",1,"topic_7_positive"
"kandidat_96",8,"negative",-1,"topic_8_negative"
"kandidat_96",9,"negative",-1,"topic_9_negative"
"kandidat_96",10,"positive",1,"topic_10_positive"
"kandidat_97",1,"positive",1,"topic_1_positive"
"kandidat_97",2,"negative",-1,"topic_2_negative"
"kandidat_97",3,"negative",-1,"topic_3_negative"
"kandidat_97",4,"positive",1,"topic_4_positive"
"kandidat_97",5,"negative",-1,"topic_5_negative"
"kandidat_97",6,"positive",1,"topic_6_positive"
"kandidat_97",7,"positive",1,"topic_7_positive"
"kandidat_97",8,"negative",-1,"topic_8_negative"
"kandidat_97",9,"negative",-1,"topic_9_negative"
"kandidat_97",10,"negative",-1,"topic_10_negative"
"kandidat_98",1,"negative",-1,"topic_1_negative"
"kandidat_98",2,"positive",1,"topic_2_positive"
"kandidat_98",3,"negative",-1,"topic_3_negative"
"kandidat_98",4,"positive",1,"topic_4_positive"
"kandidat_98",5,"negative",-1,"topic_5_negative"
"kandidat_98",6,"positive",1,"topic_6_positive"
"kandidat_98",7,"positive",1,"topic_7_positive"
"kandidat_98",8,"negative",-1,"topic_8_negative"
"kandidat_98",9,"negative",-1,"topic_9_negative"
"kandidat_98",10,"negative",-1,"topic_10_negative"
"kandidat_99",1,"negative",-1,"topic_1_negative"
"kandidat_99",2,"negative",-1,"topic_2_negative"
"kandidat_99",3,"positive",1,"topic_3_positive"
"kandidat_99",4,"positive",1,"topic_4_positive"
"kandidat_99",5,"negative",-1,"topic_5_negative"
"kandidat_99",6,"positive",1,"topic_6_positive"
"kandidat_99",7,"positive",1,"topic_7_positive"
"kandidat_99",8,"positive",1,"topic_8_positive"
"kandidat_99",9,"negative",-1,"topic_9_negative"
"kandidat_99",10,"negative",-1,"topic_10_negative"
"kandidat_100",1,"negative",-1,"topic_1_negative"
"kandidat_100",2,"negative",-1,"topic_2_negative"
"kandidat_100",3,"negative",-1,"topic_3_negative"
"kandidat_100",4,"negative",-1,"topic_4_negative"
"kandidat_100",5,"negative",-1,"topic_5_negative"
"kandidat_100",6,"negative",-1,"topic_6_negative"
"kandidat_100",7,"negative",-1,"topic_7_negative"
"kandidat_100",8,"positive",1,"topic_8_positive"
"kandidat_100",9,"positive",1,"topic_9_positive"
"kandidat_100",10,"negative",-1,"topic_10_negative"
"kandidat_101",1,"negative",-1,"topic_1_negative"
"kandidat_101",2,"negative",-1,"topic_2_negative"
"kandidat_101",3,"negative",-1,"topic_3_negative"
"kandidat_101",4,"negative",-1,"topic_4_negative"
"kandidat_101",5,"negative",-1,"topic_5_negative"
"kandidat_101",6,"negative",-1,"topic_6_negative"
"kandidat_101",7,"negative",-1,"topic_7_negative"
"kandidat_101",8,"positive",1,"topic_8_positive"
"kandidat_101",9,"positive",1,"topic_9_positive"
"kandidat_101",10,"negative",-1,"topic_10_negative"
"kandidat_102",1,"negative",-1,"topic_1_negative"
"kandidat_102",2,"negative",-1,"topic_2_negative"
"kandidat_102",3,"positive",1,"topic_3_positive"
"kandidat_102",4,"negative",-1,"topic_4_negative"
"kandidat_102",5,"positive",1,"topic_5_positive"
"kandidat_102",6,"negative",-1,"topic_6_negative"
"kandidat_102",7,"negative",-1,"topic_7_negative"
"kandidat_102",8,"positive",1,"topic_8_positive"
"kandidat_102",9,"negative",-1,"topic_9_negative"
"kandidat_102",10,"positive",1,"topic_10_positive"
"kandidat_103",1,"negative",-1,"topic_1_negative"
"kandidat_103",2,"negative",-1,"topic_2_negative"
"kandidat_103",3,"negative",-1,"topic_3_negative"
"kandidat_103",4,"negative",-1,"topic_4_negative"
"kandidat_103",5,"positive",1,"topic_5_positive"
"kandidat_103",6,"negative",-1,"topic_6_negative"
"kandidat_103",7,"negative",-1,"topic_7_negative"
"kandidat_103",8,"positive",1,"topic_8_positive"
"kandidat_103",9,"positive",1,"topic_9_positive"
"kandidat_103",10,"negative",-1,"topic_10_negative"
"kandidat_104",1,"positive",1,"topic_1_positive"
"kandidat_104",2,"positive",1,"topic_2_positive"
"kandidat_104",3,"negative",-1,"topic_3_negative"
"kandidat_104",4,"positive",1,"topic_4_positive"
"kandidat_104",5,"negative",-1,"topic_5_negative"
"kandidat_104",6,"positive",1,"topic_6_positive"
"kandidat_104",7,"positive",1,"topic_7_positive"
"kandidat_104",8,"positive",1,"topic_8_positive"
"kandidat_104",9,"negative",-1,"topic_9_negative"
"kandidat_104",10,"positive",1,"topic_10_positive"
"kandidat_105",1,"positive",1,"topic_1_positive"
"kandidat_105",2,"positive",1,"topic_2_positive"
"kandidat_105",3,"negative",-1,"topic_3_negative"
"kandidat_105",4,"positive",1,"topic_4_positive"
"kandidat_105",5,"negative",-1,"topic_5_negative"
"kandidat_105",6,"positive",1,"topic_6_positive"
"kandidat_105",7,"positive",1,"topic_7_positive"
"kandidat_105",8,"positive",1,"topic_8_positive"
"kandidat_105",9,"positive",1,"topic_9_positive"
"kandidat_105",10,"positive",1,"topic_10_positive"
"kandidat_106",1,"positive",1,"topic_1_positive"
"kandidat_106",2,"positive",1,"topic_2_positive"
