"file","topic","sentiment","opinion","node"
"kandidat_106",3,"negative",-1,"topic_3_negative"
"kandidat_106",4,"positive",1,"topic_4_positive"
"kandidat_106",5,"negative",-1,"topic_5_negative"
"kandidat_106",6,"positive",1,"topic_6_positive"
"kandidat_106",7,"positive",1,"topic_7_positive"
"kandidat_106",8,"positive",1,"topic_8_positive"
"kandidat_106",9,"negative",-1,"topic_9_negative"
"kandidat_106",10,"positive",1,"topic_10_positive"
"kandidat_107",1,"positive",1,"topic_1_positive"
"kandidat_107",2,"positive",1,"topic_2_positive"
"kandidat_107",3,"negative",-1,"topic_3_negative"
"kandidat_107",4,"positive",1,"topic_4_positive"
"kandidat_107",5,"positive",1,"topic_5_positive"
"kandidat_107",6,"positive",1,"topic_6_positive"
"kandidat_107",7,"positive",1,"topic_7_positive"
"kandidat_107",8,"positive",1,"topic_8_positive"
"kandidat_107",9,"negative",-1,"topic_9_negative"
"kandidat_107",10,"positive",1,"topic_10_positive"
"kandidat_108",1,"positive",1,"topic_1_positive"
"kandidat_108",2,"positive",1,"topic_2_positive"
"kandidat_108",3,"negative",-1,"topic_3_negative"
"kandidat_108",4,"positive",1,"topic_4_positive"
"kandidat_108",5,"negative",-1,"topic_5_negative"
"kandidat_108",6,"negative",-1,"topic_6_negative"
"kandidat_108",7,"positive",1,"topic_7_positive"
"kandidat_108",8,"negative",-1,"topic_8_negative"
"kandidat_108",9,"negative",-1,"topic_9_negative"
"kandidat_108",10,"positive",1,"topic_10_positive"
"kandidat_109",1,"positive",1,"topic_1_positive"
"kandidat_109",2,"positive",1,"topic_2_positive"
"kandidat_109",3,"negative",-1,"topic_3_negative"
"kandidat_109",4,"positive",1,"topic_4_positive"
"kandidat_109",5,"negative",-1,"topic_5_negative"
"kandidat_109",6,"positive",1,"topic_6_positive"
"kandidat_109",7,"positive",1,"topic_7_positive"
"kandidat_109",8,"negative",-1,"topic_8_negative"
"kandidat_109",9,"negative",-1,"topic_9_negative"
"kandidat_109",10,"positive",1,"topic_10_positive"
"kandidat_110",1,"positive",1,"topic_1_positive"
"kandidat_110",2,"positive",1,"topic_2_positive"
"kandidat_110",3,"negative",-1,"topic_3_negative"
"kandidat_110",4,"positive",1,"topic_4_positive"
"kandidat_110",5,"negative",-1,"topic_5_negative"
"kandidat_110",6,"negative",-1,"topic_6_negative"
"kandidat_110",7,"positive",1,"topic_7_positive"
"kandidat_110",8,"negative",-1,"topic_8_negative"
"kandidat_110",9,"negative",-1,"topic_9_negative"
"kandidat_110",10,"positive",1,"topic_10_positive"
"kandidat_111",1,"positive",1,"topic_1_positive"
"kandidat_111",2,"positive",1,"topic_2_positive"
"kandidat_111",3,"negative",-1,"topic_3_negative"
"kandidat_111",4,"positive",1,"topic_4_positive"
"kandidat_111",5,"negative",-1,"topic_5_negative"
"kandidat_111",6,"positive",1,"topic_6_positive"
"kandidat_111",7,"positive",1,"topic_7_positive"
"kandidat_111",8,"negative",-1,"topic_8_negative"
"kandidat_111",9,"negative",-1,"topic_9_negative"
"kandidat_111",10,"positive",1,"topic_10_positive"
"kandidat_112",1,"positive",1,"topic_1_positive"
"kandidat_112",2,"positive",1,"topic_2_positive"
"kandidat_112",3,"negative",-1,"topic_3_negative"
"kandidat_112",4,"positive",1,"topic_4_positive"
"kandidat_112",5,"negative",-1,"topic_5_negative"
"kandidat_112",6,"negative",-1,"topic_6_negative"
"kandidat_112",7,"positive",1,"topic_7_positive"
"kandidat_112",8,"negative",-1,"topic_8_negative"
"kandidat_112",9,"negative",-1,"topic_9_negative"
"kandidat_112",10,"negative",-1,"topic_10_negative"
"kandidat_113",1,"positive",1,"topic_1_positive"
"kandidat_113",2,"positive",1,"topic_2_positive"
"kandidat_113",3,"negative",-1,"topic_3_negative"
"kandidat_113",4,"positive",1,"topic_4_positive"
"kandidat_113",5,"negative",-1,"topic_5_negative"
"kandidat_113",6,"negative",-1,"topic_6_negative"
"kandidat_113",7,"positive",1,"topic_7_positive"
"kandidat_113",8,"positive",1,"topic_8_positive"
"kandidat_113",9,"negative",-1,"topic_9_negative"
"kandidat_113",10,"negative",-1,"topic_10_negative"
"kandidat_114",1,"positive",1,"topic_1_positive"
"kandidat_114",2,"positive",1,"topic_2_positive"
"kandidat_114",3,"negative",-1,"topic_3_negative"
"kandidat_114",4,"positive",1,"topic_4_positive"
"kandidat_114",5,"negative",-1,"topic_5_negative"
"kandidat_114",6,"negative",-1,"topic_6_negative"
"kandidat_114",7,"positive",1,"topic_7_positive"
"kandidat_114",8,"negative",-1,"topic_8_negative"
"kandidat_114",9,"negative",-1,"topic_9_negative"
"kandidat_114",10,"negative",-1,"topic_10_negative"
"kandidat_115",1,"positive",1,"topic_1_positive"
"kandidat_115",2,"positive",1,"topic_2_positive"
"kandidat_115",3,"negative",-1,"topic_3_negative"
"kandidat_115",4,"positive",1,"topic_4_positive"
"kandidat_115",5,"negative",-1,"topic_5_negative"
"kandidat_115",6,"negative",-1,"topic_6_negative"
"kandidat_115",7,"positive",1,"topic_7_positive"
"kandidat_115",8,"negative",-1,"topic_8_negative"
"kandidat_115",9,"negative",-1,"topic_9_negative"
"kandidat_115",10,"positive",1,"topic_10_positive"
"kandidat_116",1,"positive",1,"topic_1_positive"
"kandidat_116",2,"positive",1,"topic_2_positive"
"kandidat_116",3,"negative",-1,"topic_3_negative"
"kandidat_116",4,"positive",1,"topic_4_positive"
"kandidat_116",5,"negative",-1,"topic_5_negative"
"kandidat_116",6,"positive",1,"topic_6_positive"
"kandidat_116",7,"positive",1,"topic_7_positive"
"kandidat_116",8,"negative",-1,"topic_8_negative"
"kandidat_116",9,"negative",-1,"topic_9_negative"
"kandidat_116",10,"positive",1,"topic_10_positive"
"kandidat_117",1,"positive",1,"topic_1_positive"
"kandidat_117",2,"positive",1,"topic_2_positive"
"kandidat_117",3,"negative",-1,"topic_3_negative"
"kandidat_117",4,"positive",1,"topic_4_positive"
"kandidat_117",5,"negative",-1,"topic_5_negative"
"kandidat_117",6,"negative",-1,"topic_6_negative"
"kandidat_117",7,"positive",1,"topic_7_positive"
"kandidat_117",8,"negative",-1,"topic_8_negative"
"kandidat_117",9,"negative",-1,"topic_9_negative"
"kandidat_117",10,"negative",-1,"topic_10_negative"
"kandidat_118",1,"positive",1,"topic_1_positive"
"kandidat_118",2,"positive",1,"topic_2_positive"
"kandidat_118",3,"negative",-1,"topic_3_negative"
"kandidat_118",4,"positive",1,"topic_4_positive"
"kandidat_118",5,"negative",-1,"topic_5_negative"
"kandidat_118",6,"negative",-1,"topic_6_negative"
"kandidat_118",7,"positive",1,"topic_7_positive"
"kandidat_118",8,"positive",1,"topic_8_positive"
"kandidat_118",9,"negative",-1,"topic_9_negative"
"kandidat_118",10,"negative",-1,"topic_10_negative"
"kandidat_119",1,"positive",1,"topic_1_positive"
"kandidat_119",2,"positive",1,"topic_2_positive"
"kandidat_119",3,"negative",-1,"topic_3_negative"
"kandidat_119",4,"positive",1,"topic_4_positive"
"kandidat_119",5,"negative",-1,"topic_5_negative"
"kandidat_119",6,"negative",-1,"topic_6_negative"
"kandidat_119",7,"positive",1,"topic_7_positive"
"kandidat_119",8,"negative",-1,"topic_8_negative"
"kandidat_119",9,"negative",-1,"topic_9_negative"
"kandidat_119",10,"positive",1,"topic_10_positive"
"kandidat_120",1,"positive",1,"topic_1_positive"
"kandidat_120",2,"positive",1,"topic_2_positive"
"kandidat_120",3,"negative",-1,"topic_3_negative"
"kandidat_120",4,"positive",1,"topic_4_positive"
"kandidat_120",5,"positive",1,"topic_5_positive"
"kandidat_120",6,"positive",1,"topic_6_positive"
"kandidat_120",7,"positive",1,"topic_7_positive"
"kandidat_120",8,"negative",-1,"topic_8_negative"
"kandidat_120",9,"negative",-1,"topic_9_negative"
"kandidat_120",10,"negative",-1,"topic_10_negative"
"kandidat_121",1,"positive",1,"topic_1_positive"
"kandidat_121",2,"positive",1,"topic_2_positive"
"kandidat_121",3,"negative",-1,"topic_3_negative"
"kandidat_121",4,"positive",1,"topic_4_positive"
"kandidat_121",5,"negative",-1,"topic_5_negative"
"kandidat_121",6,"positive",1,"topic_6_positive"
"kandidat_121",7,"positive",1,"topic_7_positive"
"kandidat_121",8,"positive",1,"topic_8_positive"
"kandidat_121",9,"negative",-1,"topic_9_negative"
"kandidat_121",10,"negative",-1,"topic_10_negative"
"kandidat_122",1,"positive",1,"topic_1_positive"
"kandidat_122",2,"negative",-1,"topic_2_negative"
"kandidat_122",3,"negative",-1,"topic_3_negative"
"kandidat_122",4,"positive",1,"topic_4_positive"
"kandidat_122",5,"negative",-1,"topic_5_negative"
"kandidat_122",6,"positive",1,"topic_6_positive"
"kandidat_122",7,"positive",1,"topic_7_positive"
"kandidat_122",8,"positive",1,"topic_8_positive"
"kandidat_122",9,"negative",-1,"topic_9_negative"
"kandidat_122",10,"negative",-1,"topic_10_negative"
"kandidat_123",1,"positive",1,"topic_1_positive"
"kandidat_123",2,"positive",1,"topic_2_positive"
"kandidat_123",3,"negative",-1,"topic_3_negative"
"kandidat_123",4,"positive",1,"topic_4_positive"
"kandidat_123",5,"negative",-1,"topic_5_negative"
"kandidat_123",6,"positive",1,"topic_6_positive"
"kandidat_123",7,"positive",1,"topic_7_positive"
"kandidat_123",8,"positive",1,"topic_8_positive"
"kandidat_123",9,"negative",-1,"topic_9_negative"
"kandidat_123",10,"negative",-1,"topic_10_negative"
"kandidat_124",1,"positive",1,"topic_1_positive"
"kandidat_124",2,"positive",1,"topic_2_positive"
"kandidat_124",3,"negative",-1,"topic_3_negative"
"kandidat_124",4,"positive",1,"topic_4_positive"
"kandidat_124",5,"negative",-1,"topic_5_negative"
"kandidat_124",6,"positive",1,"topic_6_positive"
"kandidat_124",7,"positive",1,"topic_7_positive"
"kandidat_124",8,"positive",1,"topic_8_positive"
"kandidat_124",9,"negative",-1,"topic_9_negative"
"kandidat_124",10,"negative",-1,"topic_10_negative"
"kandidat_125",1,"positive",1,"topic_1_positive"
"kandidat_125",2,"positive",1,"topic_2_positive"
"kandidat_125",3,"negative",-1,"topic_3_negative"
"kandidat_125",4,"positive",1,"topic_4_positive"
"kandidat_125",5,"negative",-1,"topic_5_negative"
"kandidat_125",6,"positive",1,"topic_6_positive"
"kandidat_125",7,"positive",1,"topic_7_positive"
"kandidat_125",8,"positive",1,"topic_8_positive"
"kandidat_125",9,"negative",-1,"topic_9_negative"
"kandidat_125",10,"negative",-1,"topic_10_negative"
"kandidat_126",1,"positive",1,"topic_1_positive"
"kandidat_126",2,"positive",1,"topic_2_positive"
"kandidat_126",3,"negative",-1,"topic_3_negative"
"kandidat_126",4,"positive",1,"topic_4_positive"
"kandidat_126",5,"negative",-1,"topic_5_negative"
"kandidat_126",6,"positive",1,"topic_6_positive"
"kandidat_126",7,"positive",1,"topic_7_positive"
"kandidat_126",8,"positive",1,"topic_8_positive"
"kandidat_126",9,"negative",-1,"topic_9_negative"
"kandidat_126",10,"negative",-1,"topic_10_negative"
"kandidat_127",1,"positive",1,"topic_1_positive"
"kandidat_127",2,"negative",-1,"topic_2_negative"
"kandidat_127",3,"negative",-1,"topic_3_negative"
"kandidat_127",4,"negative",-1,"topic_4_negative"
"kandidat_127",5,"negative",-1,"topic_5_negative"
"kandidat_127",6,"positive",1,"topic_6_positive"
"kandidat_127",7,"positive",1,"topic_7_positive"
"kandidat_127",8,"positive",1,"topic_8_positive"
"kandidat_127",9,"negative",-1,"topic_9_negative"
"kandidat_127",10,"negative",-1,"topic_10_negative"
"kandidat_128",1,"positive",1,"topic_1_positive"
"kandidat_128",2,"positive",1,"topic_2_positive"
"kandidat_128",3,"negative",-1,"topic_3_negative"
"kandidat_128",4,"positive",1,"topic_4_positive"
"kandidat_128",5,"negative",-1,"topic_5_negative"
"kandidat_128",6,"positive",1,"topic_6_positive"
"kandidat_128",7,"positive",1,"topic_7_positive"
"kandidat_128",8,"positive",1,"topic_8_positive"
"kandidat_128",9,"negative",-1,"topic_9_negative"
"kandidat_128",10,"negative",-1,"topic_10_negative"
"kandidat_129",1,"positive",1,"topic_1_positive"
"kandidat_129",2,"positive",1,"topic_2_positive"
"kandidat_129",3,"positive",1,"topic_3_positive"
"kandidat_129",4,"positive",1,"topic_4_positive"
"kandidat_129",5,"negative",-1,"topic_5_negative"
"kandidat_129",6,"positive",1,"topic_6_positive"
"kandidat_129",7,"positive",1,"topic_7_positive"
"kandidat_129",8,"positive",1,"topic_8_positive"
"kandidat_129",9,"negative",-1,"topic_9_negative"
"kandidat_129",10,"negative",-1,"topic_10_negative"
"kandidat_130",1,"positive",1,"topic_1_positive"
"kandidat_130",2,"positive",1,"topic_2_positive"
"kandidat_130",3,"negative",-1,"topic_3_negative"
"kandidat_130",4,"positive",1,"topic_4_positive"
"kandidat_130",5,"negative",-1,"topic_5_negative"
"kandidat_130",6,"positive",1,"topic_6_positive"
"kandidat_130",7,"positive",1,"topic_7_positive"
"kandidat_130",8,"positive",1,"topic_8_positive"
"kandidat_130",9,"negative",-1,"topic_9_negative"
"kandidat_130",10,"negative",-1,"topic_10_negative"
"kandidat_131",1,"negative",-1,"topic_1_negative"
"kandidat_131",2,"negative",-1,"topic_2_negative"
"kandidat_131",3,"positive",1,"topic_3_positive"
"kandidat_131",4,"negative",-1,"topic_4_negative"
"kandidat_131",5,"negative",-1,"topic_5_negative"
"kandidat_131",6,"negative",-1,"topic_6_negative"
"kandidat_131",7,"negative",-1,"topic_7_negative"
"kandidat_131",8,"positive",1,"topic_8_positive"
"kandidat_131",9,"positive",1,"topic_9_positive"
"kandidat_131",10,"positive",1,"topic_10_positive"
"kandidat_132",1,"negative",-1,"topic_1_negative"
"kandidat_132",2,"negative",-1,"topic_2_negative"
"kandidat_132",3,"positive",1,"topic_3_positive"
"kandidat_132",4,"negative",-1,"topic_4_negative"
"kandidat_132",5,"negative",-1,"topic_5_negative"
"kandidat_132",6,"negative",-1,"topic_6_negative"
"kandidat_132",7,"negative",-1,"topic_7_negative"
"kandidat_132",8,"positive",1,"topic_8_positive"
"kandidat_132",9,"positive",1,"topic_9_positive"
"kandidat_132",10,"negative",-1,"topic_10_negative"
"kandidat_133",1,"negative",-1,"topic_1_negative"
"kandidat_133",2,"negative",-1,"topic_2_negative"
"kandidat_133",3,"positive",1,"topic_3_positive"
"kandidat_133",4,"negative",-1,"topic_4_negative"
"kandidat_133",5,"negative",-1,"topic_5_negative"
"kandidat_133",6,"negative",-1,"topic_6_negative"
"kandidat_133",7,"negative",-1,"topic_7_negative"
"kandidat_133",8,"positive",1,"topic_8_positive"
"kandidat_133",9,"positive",1,"topic_9_positive"
"kandidat_133",10,"negative",-1,"topic_10_negative"
"kandidat_134",1,"negative",-1,"topic_1_negative"
"kandidat_134",2,"negative",-1,"topic_2_negative"
"kandidat_134",3,"positive",1,"topic_3_positive"
"kandidat_134",4,"negative",-1,"topic_4_negative"
"kandidat_134",5,"negative",-1,"topic_5_negative"
"kandidat_134",6,"negative",-1,"topic_6_negative"
"kandidat_134",7,"positive",1,"topic_7_positive"
"kandidat_134",8,"positive",1,"topic_8_positive"
"kandidat_134",9,"positive",1,"topic_9_positive"
"kandidat_134",10,"negative",-1,"topic_10_negative"
"kandidat_135",1,"negative",-1,"topic_1_negative"
"kandidat_135",2,"negative",-1,"topic_2_negative"
"kandidat_135",3,"positive",1,"topic_3_positive"
"kandidat_135",4,"negative",-1,"topic_4_negative"
"kandidat_135",5,"negative",-1,"topic_5_negative"
"kandidat_135",6,"negative",-1,"topic_6_negative"
"kandidat_135",7,"negative",-1,"topic_7_negative"
"kandidat_135",8,"positive",1,"topic_8_positive"
"kandidat_135",9,"positive",1,"topic_9_positive"
"kandidat_135",10,"negative",-1,"topic_10_negative"
"kandidat_136",1,"negative",-1,"topic_1_negative"
"kandidat_136",2,"negative",-1,"topic_2_negative"
"kandidat_136",3,"positive",1,"topic_3_positive"
"kandidat_136",4,"negative",-1,"topic_4_negative"
"kandidat_136",5,"negative",-1,"topic_5_negative"
"kandidat_136",6,"negative",-1,"topic_6_negative"
"kandidat_136",7,"negative",-1,"topic_7_negative"
"kandidat_136",8,"positive",1,"topic_8_positive"
"kandidat_136",9,"positive",1,"topic_9_positive"
"kandidat_136",10,"negative",-1,"topic_10_negative"
"kandidat_137",1,"negative",-1,"topic_1_negative"
"kandidat_137",2,"negative",-1,"topic_2_negative"
"kandidat_137",3,"positive",1,"topic_3_positive"
"kandidat_137",4,"negative",-1,"topic_4_negative"
"kandidat_137",5,"positive",1,"topic_5_positive"
"kandidat_137",6,"negative",-1,"topic_6_negative"
"kandidat_137",7,"negative",-1,"topic_7_negative"
"kandidat_137",8,"positive",1,"topic_8_positive"
"kandidat_137",9,"positive",1,"topic_9_positive"
"kandidat_137",10,"negative",-1,"topic_10_negative"
"kandidat_138",1,"negative",-1,"topic_1_negative"
"kandidat_138",2,"negative",-1,"topic_2_negative"
"kandidat_138",3,"positive",1,"topic_3_positive"
"kandidat_138",4,"negative",-1,"topic_4_negative"
"kandidat_138",5,"negative",-1,"topic_5_negative"
"kandidat_138",6,"negative",-1,"topic_6_negative"
"kandidat_138",7,"negative",-1,"topic_7_negative"
"kandidat_138",8,"positive",1,"topic_8_positive"
"kandidat_138",9,"positive",1,"topic_9_positive"
"kandidat_138",10,"negative",-1,"topic_10_negative"
"kandidat_139",1,"negative",-1,"topic_1_negative"
"kandidat_139",2,"negative",-1,"topic_2_negative"
"kandidat_139",3,"positive",1,"topic_3_positive"
"kandidat_139",4,"negative",-1,"topic_4_negative"
"kandidat_139",5,"positive",1,"topic_5_positive"
"kandidat_139",6,"negative",-1,"topic_6_negative"
"kandidat_139",7,"negative",-1,"topic_7_negative"
"kandidat_139",8,"positive",1,"topic_8_positive"
"kandidat_139",9,"positive",1,"topic_9_positive"
"kandidat_139",10,"negative",-1,"topic_10_negative"
"kandidat_140",1,"negative",-1,"topic_1_negative"
"kandidat_140",2,"negative",-1,"topic_2_negative"
"kandidat_140",3,"positive",1,"topic_3_positive"
"kandidat_140",4,"negative",-1,"topic_4_negative"
"kandidat_140",5,"positive",1,"topic_5_positive"
"kandidat_140",6,"negative",-1,"topic_6_negative"
"kandidat_140",7,"negative",-1,"topic_7_negative"
"kandidat_140",8,"positive",1,"topic_8_positive"
"kandidat_140",9,"positive",1,"topic_9_positive"
"kandidat_140",10,"negative",-1,"topic_10_negative"
"kandidat_141",1,"negative",-1,"topic_1_negative"
"kandidat_141",2,"negative",-1,"topic_2_negative"
"kandidat_141",3,"negative",-1,"topic_3_negative"
"kandidat_141",4,"negative",-1,"topic_4_negative"
"kandidat_141",5,"negative",-1,"topic_5_negative"
"kandidat_141",6,"negative",-1,"topic_6_negative"
"kandidat_141",7,"negative",-1,"topic_7_negative"
"kandidat_141",8,"positive",1,"topic_8_positive"
"kandidat_141",9,"positive",1,"topic_9_positive"
"kandidat_141",10,"negative",-1,"topic_10_negative"
"kandidat_142",1,"negative",-1,"topic_1_negative"
"kandidat_142",2,"negative",-1,"topic_2_negative"
"kandidat_142",3,"positive",1,"topic_3_positive"
"kandidat_142",4,"negative",-1,"topic_4_negative"
"kandidat_142",5,"negative",-1,"topic_5_negative"
"kandidat_142",6,"negative",-1,"topic_6_negative"
"kandidat_142",7,"negative",-1,"topic_7_negative"
"kandidat_142",8,"positive",1,"topic_8_positive"
"kandidat_142",9,"positive",1,"topic_9_positive"
"kandidat_142",10,"negative",-1,"topic_10_negative"
"kandidat_143",1,"negative",-1,"topic_1_negative"
"kandidat_143",2,"negative",-1,"topic_2_negative"
"kandidat_143",3,"positive",1,"topic_3_positive"
"kandidat_143",4,"negative",-1,"topic_4_negative"
"kandidat_143",5,"positive",1,"topic_5_positive"
"kandidat_143",6,"negative",-1,"topic_6_negative"
"kandidat_143",7,"negative",-1,"topic_7_negative"
"kandidat_143",8,"positive",1,"topic_8_positive"
"kandidat_143",9,"positive",1,"topic_9_positive"
"kandidat_143",10,"positive",1,"topic_10_positive"
"kandidat_144",1,"negative",-1,"topic_1_negative"
"kandidat_144",2,"negative",-1,"topic_2_negative"
"kandidat_144",3,"positive",1,"topic_3_positive"
"kandidat_144",4,"negative",-1,"topic_4_negative"
"kandidat_144",5,"negative",-1,"topic_5_negative"
"kandidat_144",6,"negative",-1,"topic_6_negative"
"kandidat_144",7,"negative",-1,"topic_7_negative"
"kandidat_144",8,"positive",1,"topic_8_positive"
"kandidat_144",9,"positive",1,"topic_9_positive"
"kandidat_144",10,"negative",-1,"topic_10_negative"
"kandidat_145",1,"negative",-1,"topic_1_negative"
"kandidat_145",2,"negative",-1,"topic_2_negative"
"kandidat_145",3,"positive",1,"topic_3_positive"
"kandidat_145",4,"negative",-1,"topic_4_negative"
"kandidat_145",5,"negative",-1,"topic_5_negative"
"kandidat_145",6,"negative",-1,"topic_6_negative"
"kandidat_145",7,"negative",-1,"topic_7_negative"
"kandidat_145",8,"positive",1,"topic_8_positive"
"kandidat_145",9,"positive",1,"topic_9_positive"
"kandidat_145",10,"negative",-1,"topic_10_negative"
"kandidat_146",1,"negative",-1,"topic_1_negative"
"kandidat_146",2,"negative",-1,"topic_2_negative"
"kandidat_146",3,"positive",1,"topic_3_positive"
"kandidat_146",4,"negative",-1,"topic_4_negative"
"kandidat_146",5,"positive",1,"topic_5_positive"
"kandidat_146",6,"negative",-1,"topic_6_negative"
"kandidat_146",7,"negative",-1,"topic_7_negative"
"kandidat_146",8,"positive",1,"topic_8_positive"
"kandidat_146",9,"positive",1,"topic_9_positive"
"kandidat_146",10,"negative",-1,"topic_10_negative"
"kandidat_147",1,"negative",-1,"topic_1_negative"
"kandidat_147",2,"negative",-1,"topic_2_negative"
"kandidat_147",3,"positive",1,"topic_3_positive"
"kandidat_147",4,"negative",-1,"topic_4_negative"
"kandidat_147",5,"negative",-1,"topic_5_negative"
"kandidat_147",6,"negative",-1,"topic_6_negative"
"kandidat_147",7,"negative",-1,"topic_7_negative"
"kandidat_147",8,"positive",1,"topic_8_positive"
"kandidat_147",9,"positive",1,"topic_9_positive"
"kandidat_147",10,"negative",-1,"topic_10_negative"
"kandidat_148",1,"negative",-1,"topic_1_negative"
"kandidat_148",2,"positive",1,"topic_2_positive"
"kandidat_148",3,"positive",1,"topic_3_positive"
"kandidat_148",4,"positive",1,"topic_4_positive"
"kandidat_148",5,"positive",1,"topic_5_positive"
"kandidat_148",6,"negative",-1,"topic_6_negative"
"kandidat_148",7,"negative",-1,"topic_7_negative"
"kandidat_148",8,"positive",1,"topic_8_positive"
"kandidat_148",9,"positive",1,"topic_9_positive"
"kandidat_148",10,"negative",-1,"topic_10_negative"
"kandidat_149",1,"negative",-1,"topic_1_negative"
"kandidat_149",2,"negative",-1,"topic_2_negative"
"kandidat_149",3,"positive",1,"topic_3_positive"
"kandidat_149",4,"negative",-1,"topic_4_negative"
"kandidat_149",5,"positive",1,"topic_5_positive"
"kandidat_149",6,"negative",-1,"topic_6_negative"
"kandidat_149",7,"negative",-1,"topic_7_negative"
"kandidat_149",8,"positive",1,"topic_8_positive"
"kandidat_149",9,"positive",1,"topic_9_positive"
"kandidat_149",10,"negative",-1,"topic_10_negative"
"kandidat_150",1,"negative",-1,"topic_1_negative"
"kandidat_150",2,"negative",-1,"topic_2_negative"
"kandidat_150",3,"positive",1,"topic_3_positive"
"kandidat_150",4,"negative",-1,"topic_4_negative"
"kandidat_150",5,"positive",1,"topic_5_positive"
"kandidat_150",6,"negative",-1,"topic_6_negative"
"kandidat_150",7,"negative",-1,"topic_7_negative"
"kandidat_150",8,"positive",1,"topic_8_positive"
"kandidat_150",9,"positive",1,"topic_9_positive"
"kandidat_150",10,"negative",-1,"topic_10_negative"
"kandidat_151",1,"negative",-1,"topic_1_negative"
"kandidat_151",2,"negative",-1,"topic_2_negative"
"kandidat_151",3,"negative",-1,"topic_3_negative"
"kandidat_151",4,"negative",-1,"topic_4_negative"
"kandidat_151",5,"positive",1,"topic_5_positive"
"kandidat_151",6,"negative",-1,"topic_6_negative"
"kandidat_151",7,"negative",-1,"topic_7_negative"
"kandidat_151",8,"positive",1,"topic_8_positive"
"kandidat_151",9,"positive",1,"topic_9_positive"
"kandidat_151",10,"negative",-1,"topic_10_negative"
"kandidat_152",1,"negative",-1,"topic_1_negative"
"kandidat_152",2,"positive",1,"topic_2_positive"
"kandidat_152",3,"positive",1,"topic_3_positive"
"kandidat_152",4,"negative",-1,"topic_4_negative"
"kandidat_152",5,"negative",-1,"topic_5_negative"
"kandidat_152",6,"negative",-1,"topic_6_negative"
"kandidat_152",7,"negative",-1,"topic_7_negative"
"kandidat_152",8,"positive",1,"topic_8_positive"
"kandidat_152",9,"positive",1,"topic_9_positive"
"kandidat_152",10,"negative",-1,"topic_10_negative"
"kandidat_153",1,"negative",-1,"topic_1_negative"
"kandidat_153",2,"negative",-1,"topic_2_negative"
"kandidat_153",3,"positive",1,"topic_3_positive"
"kandidat_153",4,"negative",-1,"topic_4_negative"
"kandidat_153",5,"negative",-1,"topic_5_negative"
"kandidat_153",6,"negative",-1,"topic_6_negative"
"kandidat_153",7,"negative",-1,"topic_7_negative"
"kandidat_153",8,"positive",1,"topic_8_positive"
"kandidat_153",9,"positive",1,"topic_9_positive"
"kandidat_153",10,"negative",-1,"topic_10_negative"
"kandidat_154",1,"negative",-1,"topic_1_negative"
"kandidat_154",2,"negative",-1,"topic_2_negative"
"kandidat_154",3,"negative",-1,"topic_3_negative"
"kandidat_154",4,"negative",-1,"topic_4_negative"
"kandidat_154",5,"positive",1,"topic_5_positive"
"kandidat_154",6,"negative",-1,"topic_6_negative"
"kandidat_154",7,"negative",-1,"topic_7_negative"
"kandidat_154",8,"positive",1,"topic_8_positive"
"kandidat_154",9,"positive",1,"topic_9_positive"
"kandidat_154",10,"negative",-1,"topic_10_negative"
"kandidat_155",1,"negative",-1,"topic_1_negative"
"kandidat_155",2,"negative",-1,"topic_2_negative"
"kandidat_155",3,"positive",1,"topic_3_positive"
"kandidat_155",4,"negative",-1,"topic_4_negative"
"kandidat_155",5,"positive",1,"topic_5_positive"
"kandidat_155",6,"negative",-1,"topic_6_negative"
"kandidat_155",7,"negative",-1,"topic_7_negative"
"kandidat_155",8,"positive",1,"topic_8_positive"
"kandidat_155",9,"positive",1,"topic_9_positive"
"kandidat_155",10,"positive",1,"topic_10_positive"
"kandidat_156",1,"negative",-1,"topic_1_negative"
"kandidat_156",2,"positive",1,"topic_2_positive"
"kandidat_156",3,"positive",1,"topic_3_positive"
"kandidat_156",4,"positive",1,"topic_4_positive"
"kandidat_156",5,"positive",1,"topic_5_positive"
"kandidat_156",6,"negative",-1,"topic_6_negative"
"kandidat_156",7,"negative",-1,"topic_7_negative"
"kandidat_156",8,"positive",1,"topic_8_positive"
"kandidat_156",9,"positive",1,"topic_9_positive"
"kandidat_156",10,"negative",-1,"topic_10_negative"
"kandidat_157",1,"negative",-1,"topic_1_negative"
"kandidat_157",2,"positive",1,"topic_2_positive"
"kandidat_157",3,"positive",1,"topic_3_positive"
"kandidat_157",4,"negative",-1,"topic_4_negative"
"kandidat_157",5,"negative",-1,"topic_5_negative"
"kandidat_157",6,"negative",-1,"topic_6_negative"
"kandidat_157",7,"negative",-1,"topic_7_negative"
"kandidat_157",8,"positive",1,"topic_8_positive"
"kandidat_157",9,"positive",1,"topic_9_positive"
"kandidat_157",10,"negative",-1,"topic_10_negative"
